traj_id,object_x,object_y,sensor_2,sensor_4,sensor_5,sensor_6
0.0,-90.0,-5.635967029289401,-24.289079542489983,-20.16642476768052,-22.40722907963918,-24.13897924110421
0.0,-88.18181818181819,-3.7559002826939225,-24.20819747065883,-20.00829938115961,-22.399096645018904,-24.1029872274799
0.0,-86.36363636363636,-1.8732343152999291,-24.12541568300412,-19.854213324549995,-22.397232061471836,-24.07080304818959
0.0,-84.54545454545455,-0.008202121302586,-24.0415580612046,-19.70571290957215,-22.400574993482483,-24.04130641510848
0.0,-82.72727272727273,1.8191528151068672,-23.95787628690577,-19.566057816043283,-22.409585475918146,-24.01449455677125
0.0,-80.9090909090909,3.589191926885138,-23.874176544339107,-19.43666997700236,-22.42249731970912,-23.98915107097912
0.0,-79.0909090909091,5.282892619639995,-23.79091949959211,-19.319645717288164,-22.438904244330512,-23.964786102572425
0.0,-77.27272727272728,6.882052707280904,-23.70821601459524,-19.215731460045383,-22.45728688337862,-23.940987303519883
0.0,-75.45454545454545,8.369486030749034,-23.626110076266155,-19.126192699896144,-22.47671015296466,-23.916958470603365
0.0,-73.63636363636364,9.729207157513793,-23.54498507101796,-19.052636736137377,-22.496814571993717,-23.892188541099777
0.0,-71.81818181818181,10.946603176872356,-23.464945927252817,-18.993725149717637,-22.515939019033603,-23.86523404376581
0.0,-70.0,12.008590744769268,-23.38590395030061,-18.94747980522752,-22.53273104777798,-23.836948566529628
0.0,-68.18181818181819,12.903756690377271,-23.30765145725034,-18.916441989512396,-22.547777329118016,-23.80620975534866
0.0,-66.36363636363636,13.622480673341345,-23.23102740230849,-18.896645143212336,-22.55943956839963,-23.772290298672573
0.0,-64.54545454545455,14.157038573489816,-23.15569185910922,-18.892396350771754,-22.565011845214784,-23.734938442541647
0.0,-62.72727272727273,14.501685501884378,-23.08219039017225,-18.90225970104942,-22.56639502456359,-23.69339395405533
0.0,-60.90909090909091,14.65271754108966,-23.010728903377192,-18.9296847049359,-22.561799810249973,-23.64818378822091
0.0,-59.09090909090909,14.608511551140616,-22.94121330412995,-18.981803195175576,-22.54876014872379,-23.597947144342164
0.0,-57.27272727272727,14.36954261341308,-22.87465465620876,-19.07106954489359,-22.52845133181995,-23.542726168711315
0.0,-55.45454545454545,13.93837892492851,-22.81047107681509,-19.22204547182778,-22.498909987892745,-23.482471753417883
0.0,-53.63636363636364,13.319654197963724,-22.750401097848886,-19.4924012082515,-22.461604057814228,-23.416250695094327
0.0,-51.81818181818182,12.520017861586794,-22.69432514476283,-20.056674140616675,-22.416354754546475,-23.343995127517022
0.0,-50.0,11.54806360030274,-22.643136228675484,32.21878631341083,-22.36233105836312,-23.265091357299703
0.0,-48.18181818181818,10.414236997803568,-22.597192350452115,19.83365544387708,-22.30023120581246,-23.180312546206046
0.0,-46.36363636363637,9.130723278374392,-22.55693478796228,19.064896556543044,-22.23339916395445,-23.088635783448662
0.0,-44.54545454545455,7.711316352397803,-22.52279111588485,18.620735712716204,-22.161595219069127,-22.98950258641334
0.0,-42.72727272727273,6.171270573323211,-22.496045933436285,18.33987846227804,-22.08845610997969,-22.883803828578465
0.0,-40.909090909090914,4.527136799267739,-22.476445133333677,18.1741094977587,-22.015879542433765,-22.77218776671121
0.0,-39.09090909090909,2.7965845210930595,-22.46416480559656,18.10480724808958,-21.946182508537017,-22.6539883502444
0.0,-37.27272727272727,0.998211968546304,-22.46010502807293,18.114025012921097,-21.88301772345471,-22.53003435577101
0.0,-35.45454545454545,-0.8486537647475623,-22.463250997723254,18.18745335763386,-21.83523419166847,-22.40147367901622
0.0,-33.63636363636364,-2.724164429386835,-22.474144093072404,18.312177820058004,-21.81326934559608,-22.267764253414704
0.0,-31.81818181818182,-4.608163929150667,-22.49180138059657,18.473920096551108,-21.834238333886955,-22.130058916651016
0.0,-30.0,-6.480404938383535,-22.51560897987149,18.6609747893389,-21.93246420323933,-21.98847553231888
0.0,-28.181818181818187,-8.320766499821772,-22.54515270816695,18.862199155789973,-22.19284311729104,-21.84389219171041
0.0,-26.363636363636367,-10.10947026434005,-22.577467872497404,19.07000964870589,-24.823197507971027,-21.696478636027063
0.0,-24.545454545454547,-11.827293048691253,-22.615517720650654,19.277274830765258,-18.34427399400912,-21.548273645245224
0.0,-22.727272727272734,-13.455773426883727,-22.65605810582784,19.481269627784027,21.968122622573063,-21.39897121378544
0.0,-20.909090909090907,-14.977410134960152,-22.698336917449083,19.67836482837824,21.193362486256856,-21.24946655836216
0.0,-19.090909090909093,-16.375850156923605,-22.741413453697238,19.86511427246888,20.69281267122827,-21.10131485571241
0.0,-17.27272727272728,-17.636064470453277,-22.78654017980368,20.04039599094149,20.32977471081981,-20.95435098948968
0.0,-15.454545454545451,-18.744509563671937,-22.82970887323718,20.20461274592101,20.061375726689665,-20.80978241595816
0.0,-13.63636363636364,-19.689272987146087,-22.87049984252475,20.35723667588946,19.86853007755681,-20.67026870849432
0.0,-11.818181818181827,-20.46020137687279,-22.910343558063047,20.49781750499161,19.73945817815258,-20.535333760758423
0.0,-10.0,-21.049009572391103,-22.94558894239907,20.627774176423035,19.66515203558773,-20.4074862725766
0.0,-8.181818181818187,-21.44936965732696,-22.975156945603928,20.74779631439013,19.6381428662719,-20.28820041081654
0.0,-6.36363636363636,-21.656978965453447,-22.99886572383473,20.857821496284963,19.65131035859126,-20.179824587291648
0.0,-4.545454545454547,-21.669606321405983,-23.015472543974496,20.95939344437169,19.698391784519,-20.08482482723386
0.0,-2.7272727272727337,-21.487116019103887,-23.026238621398942,21.05333673540364,19.773711763846343,-20.00652227233992
0.0,-0.9090909090909064,-21.11146928018237,-23.029366550845737,21.14075937889658,19.871961994613415,-19.94837962831492
0.0,0.9090909090909064,-20.5467031767613,-23.023046617157107,21.222977434949783,19.988255879213327,-19.91427224683344
0.0,2.7272727272727195,-19.798887245067544,-23.0101012213666,21.30137236628692,20.120078443633652,-19.90913844288501
0.0,4.545454545454547,-18.876058256183697,-22.99125705958069,21.37635299801488,20.26278400858205,-19.93619366499788
0.0,6.36363636363636,-17.78813384494174,-22.96827683998608,21.44994830105778,20.41494177688934,-20.00058147690884
0.0,8.181818181818173,-16.546805925190775,-22.9399479859042,21.52247305909763,20.572822733939155,-20.10486782509773
0.0,10.0,-15.165415036904172,-22.91189475983954,21.594745591638944,20.73506137013179,-20.251588913246128
0.0,11.818181818181811,-13.658806975516724,-22.8884053632652,21.667615287471587,20.89999715703006,-20.444132575027293
