traj_id,object_x,object_y,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6
0.0,-90.0,-5.635967029289401,-24.867132341119543,-24.289079542489986,-22.781705208297165,-20.166424767680518,-22.40722907963918,-24.13897924110421
0.0,-88.18181818181819,-3.7559002826939225,-24.796522428181618,-24.20819747065883,-22.65853733707615,-20.00829938115961,-22.399096645018904,-24.1029872274799
0.0,-86.36363636363636,-1.8732343152999293,-24.726381443110313,-24.12541568300412,-22.53132772100861,-19.854213324549995,-22.397232061471833,-24.07080304818959
0.0,-84.54545454545455,-0.008202121302586018,-24.657574972208522,-24.041558061204597,-22.401187472963667,-19.70571290957215,-22.400574993482483,-24.04130641510848
0.0,-82.72727272727273,1.8191528151068672,-24.587222478079894,-23.957876286905766,-22.26900836635366,-19.566057816043283,-22.409585475918142,-24.014494556771254
0.0,-80.9090909090909,3.589191926885138,-24.518269029043125,-23.874176544339107,-22.1350406384168,-19.436669977002357,-22.42249731970912,-23.98915107097912
0.0,-79.0909090909091,5.282892619639995,-24.45069994760297,-23.79091949959211,-22.00025093894918,-19.319645717288164,-22.438904244330512,-23.964786102572425
0.0,-77.27272727272728,6.882052707280904,-24.383039474739093,-23.70821601459524,-21.865007069571767,-19.215731460045383,-22.45728688337862,-23.940987303519883
0.0,-75.45454545454545,8.369486030749034,-24.316491458761618,-23.626110076266155,-21.73040198446928,-19.126192699896144,-22.47671015296466,-23.916958470603365
0.0,-73.63636363636364,9.729207157513793,-24.250825712932375,-23.544985071017962,-21.597347099956306,-19.052636736137377,-22.496814571993713,-23.892188541099777
0.0,-71.81818181818181,10.946603176872356,-24.184830721205998,-23.464945927252817,-21.466895443219055,-18.993725149717633,-22.515939019033603,-23.865234043765806
0.0,-70.0,12.008590744769268,-24.11934538294807,-23.385903950300612,-21.340019100976683,-18.94747980522752,-22.53273104777798,-23.836948566529628
0.0,-68.18181818181819,12.903756690377271,-24.055403332723074,-23.30765145725034,-21.217523180019377,-18.916441989512393,-22.547777329118016,-23.80620975534866
0.0,-66.36363636363636,13.622480673341343,-23.990785941218036,-23.23102740230849,-21.101369637575303,-18.896645143212336,-22.55943956839963,-23.772290298672573
0.0,-64.54545454545455,14.157038573489817,-23.92505734710184,-23.15569185910922,-20.99252374097692,-18.892396350771754,-22.565011845214784,-23.734938442541647
0.0,-62.72727272727273,14.501685501884378,-23.858726806672237,-23.082190390172254,-20.892878716990285,-18.90225970104942,-22.56639502456359,-23.69339395405533
0.0,-60.90909090909091,14.652717541089661,-23.791619395896348,-23.010728903377192,-20.80444285665169,-18.9296847049359,-22.561799810249973,-23.64818378822091
0.0,-59.09090909090909,14.608511551140616,-23.72355240223996,-22.94121330412995,-20.72880103470009,-18.981803195175576,-22.54876014872379,-23.597947144342164
0.0,-57.27272727272727,14.369542613413081,-23.654353081914778,-22.87465465620876,-20.66943088962616,-19.07106954489359,-22.52845133181995,-23.542726168711315
0.0,-55.45454545454545,13.93837892492851,-23.583861771802248,-22.81047107681509,-20.627824328308186,-19.22204547182778,-22.498909987892745,-23.482471753417883
0.0,-53.63636363636364,13.319654197963725,-23.51207925213837,-22.750401097848886,-20.60731217060987,-19.4924012082515,-22.461604057814228,-23.416250695094327
0.0,-51.81818181818182,12.520017861586794,-23.439157284226823,-22.69432514476283,-20.610171024921502,-20.056674140616675,-22.416354754546475,-23.343995127517026
0.0,-50.0,11.54806360030274,-23.36525151446051,-22.643136228675484,-20.640156834502204,32.21878631341083,-22.362331058363118,-23.265091357299703
0.0,-48.18181818181818,10.414236997803568,-23.290701261658775,-22.597192350452115,-20.698039305969235,19.83365544387708,-22.30023120581246,-23.180312546206046
0.0,-46.36363636363637,9.130723278374393,-23.21412309327495,-22.556934787962277,-20.786287056493066,19.064896556543044,-22.233399163954452,-23.088635783448666
0.0,-44.54545454545455,7.711316352397803,-23.136425881932098,-22.52279111588485,-20.906292933517737,18.620735712716204,-22.161595219069127,-22.98950258641334
0.0,-42.72727272727273,6.171270573323211,-23.057351694792164,-22.496045933436285,-21.05764250942839,18.33987846227804,-22.08845610997969,-22.883803828578465
0.0,-40.909090909090914,4.527136799267739,-22.97788860603884,-22.476445133333673,-21.240667966109775,18.1741094977587,-22.015879542433765,-22.77218776671121
0.0,-39.09090909090909,2.7965845210930595,-22.898010125415084,-22.464164805596557,-21.45642116504237,18.10480724808958,-21.946182508537017,-22.653988350244397
0.0,-37.27272727272727,0.998211968546304,-22.8188535400025,-22.46010502807293,-21.704986512268697,18.114025012921097,-21.88301772345471,-22.530034355771015
0.0,-35.45454545454545,-0.8486537647475623,-22.739859578841653,-22.463250997723254,-21.98906229742456,18.18745335763386,-21.83523419166847,-22.40147367901622
0.0,-33.63636363636364,-2.724164429386835,-22.661918871124442,-22.474144093072404,-22.31533277715298,18.312177820058004,-21.813269345596076,-22.267764253414704
0.0,-31.81818181818182,-4.608163929150667,-22.584842539884118,-22.49180138059657,-22.693714141072455,18.473920096551108,-21.834238333886955,-22.130058916651016
0.0,-30.0,-6.4804049383835345,-22.509040758296408,-22.515608979871494,-23.153067467465004,18.6609747893389,-21.932464203239334,-21.988475532318876
0.0,-28.181818181818187,-8.320766499821772,-22.435253124776214,-22.54515270816695,-23.775599084132907,18.862199155789973,-22.19284311729104,-21.843892191710406
0.0,-26.363636363636367,-10.10947026434005,-22.36263484703964,-22.577467872497404,-11.05999612795356,19.07000964870589,-24.823197507971027,-21.696478636027066
0.0,-24.545454545454547,-11.827293048691251,-22.291708514012605,-22.615517720650658,30.29074858328233,19.277274830765258,-18.344273994009118,-21.548273645245224
0.0,-22.727272727272734,-13.455773426883729,-22.2219133359825,-22.65605810582784,24.571570284371447,19.481269627784027,21.968122622573063,-21.39897121378544
0.0,-20.909090909090907,-14.977410134960152,-22.152508314184377,-22.698336917449083,24.088330074547002,19.678364828378236,21.193362486256856,-21.249466558362162
0.0,-19.090909090909093,-16.375850156923605,-22.083789781656186,-22.741413453697234,23.843696496507476,19.865114272468876,20.69281267122827,-21.101314855712406
0.0,-17.27272727272728,-17.636064470453277,-22.014172672687003,-22.78654017980368,23.696103629632887,20.04039599094149,20.32977471081981,-20.95435098948968
0.0,-15.454545454545453,-18.744509563671937,-21.943652890498917,-22.82970887323718,23.590853711239305,20.204612745921015,20.061375726689665,-20.80978241595816
0.0,-13.63636363636364,-19.689272987146087,-21.871333598061483,-22.87049984252475,23.513524475633915,20.35723667588946,19.868530077556812,-20.670268708494316
0.0,-11.818181818181827,-20.46020137687279,-21.796423761200764,-22.910343558063047,23.44704722136879,20.49781750499161,19.73945817815258,-20.535333760758423
0.0,-10.0,-21.049009572391103,-21.71756611477591,-22.94558894239907,23.38697152621785,20.627774176423035,19.66515203558773,-20.407486272576598
0.0,-8.181818181818187,-21.449369657326958,-21.63461984627986,-22.975156945603928,23.328595091937828,20.747796314390126,19.6381428662719,-20.28820041081654
0.0,-6.36363636363636,-21.656978965453447,-21.54615555398373,-22.998865723834726,23.268966251189738,20.857821496284963,19.65131035859126,-20.179824587291648
0.0,-4.545454545454547,-21.669606321405986,-21.451438767743408,-23.015472543974496,23.203273268287887,20.959393444371692,19.698391784518996,-20.08482482723386
0.0,-2.7272727272727337,-21.487116019103887,-21.349708536292873,-23.026238621398946,23.135182083597684,21.053336735403636,19.773711763846343,-20.006522272339918
0.0,-0.9090909090909065,-21.111469280182366,-21.240044124426355,-23.029366550845737,23.063865437175224,21.14075937889658,19.871961994613418,-19.94837962831492
0.0,0.9090909090909065,-20.5467031767613,-21.122745995322887,-23.023046617157107,22.989572081495368,21.222977434949783,19.988255879213327,-19.91427224683344
0.0,2.7272727272727195,-19.798887245067544,-20.996476007054774,-23.010101221366597,22.9105693716902,21.301372366286916,20.120078443633655,-19.90913844288501
0.0,4.545454545454547,-18.876058256183697,-20.86071101226243,-22.99125705958069,22.829567420764235,21.37635299801488,20.262784008582052,-19.93619366499788
0.0,6.36363636363636,-17.78813384494174,-20.71616985018921,-22.968276839986082,22.748710872030024,21.44994830105778,20.41494177688934,-20.00058147690884
0.0,8.181818181818173,-16.546805925190775,-20.56245325159235,-22.939947985904197,22.667581501649977,21.52247305909763,20.572822733939155,-20.104867825097735
0.0,10.0,-15.165415036904173,-20.399292003637225,-22.91189475983954,22.587677807260917,21.594745591638944,20.73506137013179,-20.251588913246128
0.0,11.818181818181813,-13.658806975516724,-20.22779453448555,-22.8884053632652,22.509668623634525,21.667615287471587,20.89999715703006,-20.444132575027293
0.0,13.636363636363626,-12.043173244294703,-20.050867921787592,-22.875281711218022,22.434919208790422,21.742243685832403,21.0656966463944,-20.68335184762627
0.0,15.454545454545453,-10.335877044396142,-19.8679801505903,-22.880225920755233,22.365811950006858,21.818998672429338,21.23128627825659,-20.974706190039957
0.0,17.272727272727266,-8.55526667270442,-19.681639143345063,-22.918879256309808,22.301695208780643,21.89766828568635,21.395522709845682,-21.325696830057733
0.0,19.090909090909093,-6.720478332846795,-19.494438295160943,-23.012525059683583,22.2439048629257,21.97889271589493,21.55708552361634,-21.751737882804797
0.0,20.909090909090907,-4.851230478586516,-19.31039414057274,-23.211228139206973,22.1932385615778,22.061903805973166,21.714772218250662,-22.29416312591913
0.0,22.72727272727272,-2.9676118997776864,-19.132654538051852,-23.654019077826433,22.150352299693626,22.147348381060553,21.868123842271086,-23.090077327337074
0.0,24.545454545454547,-1.0898658283217473,-18.96692468792185,17.99858045480787,22.115910773610203,22.23405277195104,22.01635452324928,-29.999516664335907
0.0,26.36363636363636,0.7618276156634733,-18.81808261965907,25.555956804774816,22.09148907552203,22.322089466604705,22.15850167823316,10.42374758698383
0.0,28.181818181818173,2.567568299413022,-18.69069848448759,22.782655535548784,22.077294833367038,22.41148113352709,22.29511086227419,23.268871685533103
0.0,30.0,4.307949944062227,-18.590991051928096,22.15340260337538,22.072981982822064,22.500957529573057,22.42441382650279,22.964119355576724
0.0,31.818181818181813,5.964268683750982,-18.5225222012232,21.698574659010227,22.0792455517885,22.590138787732084,22.546968691799872,22.810912078693814
0.0,33.636363636363626,7.5187240759016944,-18.489597346845503,21.340643195952048,22.095057893658737,22.678628538666683,22.661435260665876,22.72806523049652
0.0,35.45454545454545,8.954610402415316,-18.493863635097227,21.051515223279953,22.120628247881687,22.765892428898102,22.76905720071975,22.68464286240543
0.0,37.272727272727266,10.256496205873264,-18.53742910847707,20.82056963441485,22.15450483027891,22.851374796451065,22.867310641167894,22.662632358782023
0.0,39.09090909090909,11.410390131271381,-18.625071826442007,20.64132003352466,22.196567419892066,22.93503073518159,22.95732194100776,22.652599281163717
0.0,40.90909090909091,12.403891290986078,-18.759255510251535,20.50686022767091,22.24643527840819,23.01636804374787,23.040581446573867,22.64623605840513
0.0,42.72727272727272,13.226322537001995,-18.94885900662469,20.4154158206144,22.30225294860983,23.095007721650948,23.117646308385446,22.643186075337162
0.0,44.54545454545453,13.868845208125517,-19.214173663313176,20.362572131949058,22.364161067990192,23.171450587423436,23.18674537732951,22.634295104453066
0.0,46.363636363636346,14.32455411899705,-19.606963697888904,20.34452728184404,22.4303284069271,23.24509500675265,23.25063797087875,22.62309965993722
0.0,48.18181818181819,14.58855177005584,-20.293437721703693,20.357907877982964,22.50157642806148,23.316332188866735,23.305793224176867,22.60555076933093
0.0,50.0,14.658000980923685,32.22627567949759,20.398042022519927,22.575663030956928,23.38468029869011,23.35542373754798,22.584415987791616
0.0,51.81818181818181,14.532155381556894,20.286779060980443,20.460979891137075,22.652861709358376,23.451680330193945,23.400726366538635,22.5562202470867
0.0,53.636363636363626,14.212367433478416,19.593945733165324,20.54445168147442,22.732907278053034,23.517538382120456,23.440603573944188,22.521881001535917
0.0,55.45454545454544,13.702073894886052,19.19529373133329,20.64359354657727,22.814920029141902,23.582449274411445,23.47622244215397,22.48341302020816
0.0,57.27272727272728,13.006758885843006,18.92632724401426,20.75620712491301,22.89934750100861,23.64666904514833,23.507828663011495,22.441604813922794
0.0,59.09090909090909,12.133894950489072,18.732796200775645,20.879435324139607,22.985517265831735,23.710095181224403,23.536114210931338,22.39592999196229
0.0,60.90909090909091,11.092862749675913,18.598109194317743,21.011253409755554,23.072895361673538,23.77403250758684,23.56245122659383,22.348589757460637
0.0,62.72727272727272,9.894850247089519,18.509623656995608,21.149234977877796,23.161088392354507,23.838427165005783,23.585808003023963,22.299508253444614
0.0,64.54545454545453,8.552732472305106,18.467622552938593,21.29224050180933,23.25052789523545,23.90294421996191,23.60763938393579,22.250994331067922
0.0,66.36363636363635,7.0809331529603625,18.46750654822236,21.438389721782904,23.34064856695811,23.96822507907956,23.628141187032284,22.204272376923626
0.0,68.18181818181819,5.49526970308435,18.50571351629518,21.585684595268233,23.430912027416696,24.034587300063336,23.647673202375714,22.159021984380217
0.0,70.0,3.812783233491424,18.579907412182354,21.733695894933764,23.521573452702874,24.101577387900548,23.667650667630298,22.117526825130497
0.0,71.81818181818181,2.0515554111168193,18.685358912701368,21.880669725410876,23.61182570674503,24.1695479149505,23.688177577379648,22.07958576738372
0.0,73.63636363636363,0.23051413550486055,18.818082619659066,22.02629868594668,23.701811621717518,24.23947750662977,23.710154341646234,22.047819032953797
0.0,75.45454545454544,-1.6307698791569036,18.971605634886977,22.16885644520467,23.790867820601065,24.308879542170047,23.733738581351965,22.022554492794733
0.0,77.27272727272728,-3.512293430326746,19.141248353626185,22.308616910056934,23.879474923908333,24.379141198745657,23.75991887333143,22.004889346166465
0.0,79.0909090909091,-5.393835801346407,19.322023501344244,22.443662802857233,23.96676095200698,24.450781575824436,23.789279412947387,21.99582155122193
0.0,80.9090909090909,-7.25517607330087,19.508302994628323,22.573671924017134,24.05193796054803,24.52196506996566,23.822294932008653,21.995218266972536
0.0,82.72727272727272,-9.076310439051788,19.696898886297568,22.698306109538407,24.13424594497272,24.59381271883376,23.858226724216166,22.00338483140642
0.0,84.54545454545453,-10.837667183972762,19.88399010313041,22.815624424524305,24.213442540985795,24.664666796807325,23.897397389701453,22.02064173666793
0.0,86.36363636363635,-12.520317022989957,20.06696435481627,22.927849816404382,24.289341584438944,24.73615780489598,23.940616493008676,22.04680534700646
0.0,88.18181818181819,-14.10617653343844,20.243611008674648,23.03031810833148,24.36181423214566,24.808737786188942,23.986642044272514,22.08077528719052
0.0,90.0,-15.578202497442652,20.413370136412,23.12643760962385,24.430789231500285,24.877365757836188,24.035241990213088,22.122523405774658
1.0,-90.0,4.916665034031358,-24.867095397327944,-24.147124023015323,-22.42983468667414,-20.1566572576019,-22.756764468873047,-24.278827113609253
1.0,-88.18181818181819,2.23482296745548,-24.79562079326851,-24.122854199791483,-22.449859769553413,-19.995952317183164,-22.604503580777795,-24.18575375668759
1.0,-86.36363636363636,-0.4388239991454008,-24.727257883138293,-24.103870605286943,-22.479343948655625,-19.849085651783035,-22.447948235916833,-24.09081028985102
1.0,-84.54545454545455,-3.0773998911225497,-24.65656885547756,-24.089302915966638,-22.516961810600495,-19.720157608536397,-22.28823468431106,-23.996851852153384
1.0,-82.72727272727273,-5.654381274504612,-24.58969327984616,-24.077379871575943,-22.561365143797214,-19.614326454931206,-22.125962960499777,-23.903208736000437
1.0,-80.9090909090909,-8.143863874271277,-24.52315236862688,-24.067231691451468,-22.610455346393888,-19.531346647796404,-21.962042593522185,-23.810209672814015
