epoch,train_loss,train_nll,train_nll_nonctx,train_kl,beta,train_var_min,train_var_mean,train_var_max,train_mae,val_loss,val_nll,val_nll_nonctx,val_kl,val_var_min,val_var_mean,val_var_max,val_mae
1,2.184217170432762,2.184217170432762,2.1880088912116156,13.464537037743462,0.0,0.26751933412419426,1.7739287195382294,4.347592353820801,146.61471077247901,10.928945461908976,1.5853507121404011,1.5877698560555775,9.34359469016393,0.7041941322386265,2.3554113308588662,4.521902670462926,114.97396596272786
2,1.509543498357137,1.483418831118831,1.4840204892335114,7.837395544405337,0.0033333333333333335,0.45997550145343497,2.1194816209651806,4.533425905086376,101.76105471010561,9.9209230641524,1.4159396191438038,1.4182006816069286,8.50498328357935,0.4560494649534424,1.8709866007169087,3.647242158651352,93.24516614278157
3,1.3772100121886641,1.3231936030917697,1.3339665819097448,8.102460834715101,0.006666666666666667,0.19871798268070928,1.456708342940719,3.4172908465067544,95.47464271827981,8.47683874766032,1.2108887284994125,1.213830441236496,7.26594998439153,0.18446562609945735,1.1466966370741527,2.5820759435494742,86.25909233093262
4,1.2125440306133695,1.1409938600328233,1.1458434837835807,7.15501794108638,0.01,0.09272654823682926,0.9449824690818787,2.5630039462336787,85.57118253354673,6.842470288276672,1.049578535060088,1.0534677132964134,5.792891676227252,0.101673380471766,0.7781691203514735,1.892396812637647,78.72287178039552
5,1.1029717679376956,1.014423860443963,1.02132413343147,6.641092547663936,0.013333333333333334,0.06618640930564315,0.6759592692057291,1.9620010013933535,80.24840037027995,5.9282919367154445,0.9542021577556928,0.9594374274214109,4.974089836080869,0.07044882979243994,0.5687917545437813,1.4031898230314255,73.75537204742432
6,1.0269595914416842,0.9485466723088865,0.9646103956081249,4.704774609318486,0.016666666666666666,0.05703583318326208,0.5402285622225868,1.630600470083731,77.25460363317418,5.258039221167564,0.8398485407233238,0.8469200804829597,4.418190609663725,0.0567796821705997,0.500528309494257,1.2185198267300923,69.44883330663045
7,0.96955864738535,0.8507368432150947,0.8546067851561087,5.941090473422298,0.02,0.03453662294756483,0.4751952080814927,1.4269450196513422,74.23688690750687,4.475053469340007,0.7997626190384229,0.8052794635295868,3.6752907944222293,0.04209589601183931,0.4532723017036915,1.1410913541913033,68.32247908910115
8,0.9717786069269534,0.8047953733691463,0.8112364897021541,7.1564242707358465,0.023333333333333334,0.035314110625121325,0.4386047003445802,1.271833845862636,74.15032845956308,3.435292628904184,0.6784419988592466,0.686262014011542,2.7568506176273027,0.036129461989427604,0.42342781896392506,1.0730990519126256,66.3492940266927
9,0.850252957255752,0.7262539686980071,0.726518816418118,4.6499621868133545,0.02666666666666667,0.024672997218591196,0.40194487792474254,1.154062725879528,70.30343091046369,3.0569150671362877,0.6192159156004587,0.6261039997140566,2.4376991459478936,0.03041017761764427,0.38423726210991543,0.9372867147127787,65.64103094736735
10,0.8160125613212585,0.702205083988331,0.7102307191601506,3.793582567462215,0.03,0.020993575557238527,0.3773263383794714,1.0761395869431671,71.23433346218533,2.5798522606492043,0.6793238595128059,0.6849675104022026,1.9005284116913874,0.028033935852969687,0.36560797815521556,0.9075597003102303,63.80270799001058
11,0.8387322403766491,0.6688263835730376,0.6752913373487966,5.0971752449318215,0.03333333333333333,0.0248294192607756,0.3705674233259978,1.0561585315951594,70.11327842429831,1.827914280196031,0.550153902421395,0.5592263080179691,1.2777603920549154,0.020207659263784688,0.3729829117655754,0.952141081293424,63.045779705047615
12,0.6716233867186087,0.5959186531879284,0.5929976712774347,2.0646746268978826,0.03666666666666667,0.014207941324760517,0.35188734972918473,1.005863556155452,67.36968118173105,1.6207957118749616,0.47066715111335117,0.48089343681931496,1.1501285669704278,0.01585647646182527,0.3218880357841651,0.7827177370587984,62.76530361175537
13,0.7283242300704673,0.5442519585291544,0.555402754633515,4.601807020328663,0.04,0.01111146012597062,0.3255889669612602,0.9813313903631987,67.35787003128617,1.453682797650496,0.4725525788962841,0.48211084430416423,0.9811302258943518,0.012982718103254834,0.31958068783084553,0.8298757572968801,61.10917981465658
14,0.5773309270540873,0.49460013265962954,0.49943439276130114,1.9091721530313845,0.043333333333333335,0.010217095932198895,0.31570090187920463,0.9182814138906973,66.16514248318143,1.2793954151372116,0.3851562887430191,0.3941067246099313,0.8942391363282999,0.009387797870052358,0.3010533054669698,0.792833556731542,60.77762667338054
15,0.5736796502713803,0.4451793310818849,0.45034434618773284,2.7535783030368663,0.04666666666666667,0.007598479002438209,0.3003551485361876,0.8999657873754148,66.24716737535265,1.0906888768076897,0.36036019027233124,0.3714771382510662,0.7303286958485842,0.0075268463309233384,0.28956057131290436,0.7732173552115759,59.646153132120766
16,0.5146296509989986,0.41555936358593126,0.4283210684855779,1.9814057637144018,0.05,0.006557966979151523,0.2951103746891022,0.900174425707923,64.85815570972584,0.9937546290457248,0.29641880840063095,0.306495434915026,0.6973358144362768,0.007148689066525549,0.288373692582051,0.7775716806451479,58.15200122197469
17,0.4622579713662465,0.3702473243077596,0.38724212955545495,1.7251995691546687,0.05333333333333334,0.0065266820084717535,0.2840107524836505,0.8714365826712714,63.673576496265554,0.8950414545834064,0.23426599924763045,0.24331016403933367,0.6607754599923888,0.005866185820195824,0.26328171975910664,0.7526556005080541,56.52802960077922
18,0.41161952747239006,0.31358369025919175,0.2968322769911201,1.730044060283237,0.056666666666666664,0.00452002976089716,0.2579755225667247,0.8204492926597595,59.34786422164352,0.8578547090291976,0.20966182773311934,0.2218901595721642,0.6481928744663795,0.005178661172976717,0.24178186307350794,0.740287276605765,55.869063218434654
19,0.4107099324464798,0.27785368594858384,0.2996136662032869,2.2142708941742226,0.06,0.004508009309776955,0.24804306471789325,0.8292079545833446,61.32728788587782,0.7299784639229376,0.15548919280990958,0.16520325109983483,0.5744892762353023,0.004132796573685482,0.24102867394685745,0.7775897234678268,53.720499674479164
