traj_id,object_x,object_y,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6
0.0,-90.0,1.2287546235985873,-25.825029436575903,-25.120911724172927,-23.390500878603227,-20.6350937791347,-23.476692307939004,-25.152145837628765
0.0,-88.18181818181819,-1.236248705840831,-25.75253524683123,-25.094948213692504,-23.41061344271595,-20.45725073318644,-23.32043308566816,-25.061908599755
0.0,-86.36363636363636,-3.7417102341045463,-25.68425627032832,-25.077959257631164,-23.441667556389568,-20.294888027760354,-23.157374284803552,-24.967727647898528
0.0,-84.54545454545455,-6.253838917841993,-25.61215778434797,-25.060808728878783,-23.481113999575868,-20.15094375654629,-22.98838669405223,-24.871348199611514
0.0,-82.72727272727273,-8.738753794086161,-25.543150382697462,-25.046584028250436,-23.52771597476774,-20.035386059456282,-22.81437723898176,-24.776725679090703
0.0,-80.9090909090909,-11.1629409312287,-25.478959574176315,-25.035187036326192,-23.579987115785933,-19.948131610807945,-22.636415418992215,-24.682136562910877
0.0,-79.0909090909091,-13.493705429860013,-25.408383972531567,-25.025898454336584,-23.63687425304419,-19.892076222579895,-22.456668783458436,-24.587640921988886
0.0,-77.27272727272728,-15.699612377360365,-25.349147968300564,-25.017920813361172,-23.69678054062497,-19.868256680892312,-22.274812993533263,-24.49482971048616
0.0,-75.45454545454545,-17.750910809107296,-25.283964346910622,-25.010391512842432,-23.758500013271174,-19.87237786842593,-22.0925982209361,-24.403693981289436
0.0,-73.63636363636364,-19.61993495835474,-25.222690714989668,-25.002397377498177,-23.82055796073137,-19.899258794825247,-21.911057645121456,-24.31435510020786
0.0,-71.81818181818181,-21.28147738314521,-25.16370576120697,-24.99032436458709,-23.88200130333977,-19.94266536726893,-21.730378165862227,-24.226537795620818
0.0,-70.0,-22.713128937909502,-25.10511091923098,-24.97647735112536,-23.935703414258853,-19.997005954574348,-21.552026081841344,-24.140034741978383
0.0,-68.18181818181819,-23.895581004572982,-25.04450799955498,-24.95707452161046,-23.992872325642544,-20.055662434934696,-21.37653167968267,-24.05454749488858
0.0,-66.36363636363636,-24.81288590699141,-24.98394076334717,-24.934044693971515,-24.035529685094524,-20.11397893364155,-21.205818146316073,-23.97066617797381
0.0,-64.54545454545455,-25.45267199651895,-24.92310046763197,-24.903120706790624,-24.070935116812414,-20.167566301113837,-21.0397693049119,-23.887844597440285
0.0,-62.72727272727273,-25.806310507859322,-24.859598123672555,-24.87027078477778,-24.09265914197303,-20.214795804750104,-20.881026037271667,-23.8066140374276
0.0,-60.90909090909091,-25.869031934822793,-24.793177311152277,-24.831585984308656,-24.10735370298414,-20.254290347942543,-20.73227441701587,-23.72714939219684
0.0,-59.09090909090909,-25.639990356434893,-24.723619624827464,-24.78164969031365,-24.100279349842282,-20.290040130514775,-20.596555793827303,-23.64919727622241
0.0,-57.27272727272727,-25.12227484583326,-24.65074950407304,-24.723513861126676,-24.084881082765325,-20.331416077763983,-20.47912563854672,-23.57400713220415
0.0,-55.45454545454545,-24.32286780808166,-24.574807258026638,-24.66231238168243,-24.047845496197677,-20.398833689436728,-20.384445217992003,-23.501103636276216
0.0,-53.63636363636364,-23.252550808796933,-24.496421524971712,-24.58850572025134,-23.99066916207915,-20.54282344608623,-20.321321245771347,-23.43290094088971
0.0,-51.81818181818182,-21.92575916367386,-24.41483878901333,-24.506735030239764,-23.91534460645564,-20.93454623203876,-20.295267929878467,-23.368726978853935
0.0,-50.0,-20.36038725005242,-24.33059989521604,-24.413915323005938,-23.82332835049877,32.1418467180009,-20.31487717528715,-23.310885441149413
0.0,-48.18181818181818,-18.57754716628105,-24.24427151932369,-24.31571310308388,-23.715081274636162,20.214488812891997,-20.385516816567087,-23.260229195143648
0.0,-46.36363636363637,-16.601283993826094,-24.155076690176806,-24.203851735530606,-23.590987251985055,19.12192270881999,-20.510737035244517,-23.217498922393357
0.0,-44.54545454545455,-14.458251502373953,-24.064418631718343,-24.08396771494806,-23.453740863608175,18.323755868373016,-20.689700475459976,-23.18434020114448
0.0,-42.72727272727273,-12.177352671676449,-23.972138504200537,-23.95475448008537,-23.308154657554958,17.693720513594844,-20.91957898904495,-23.160777840224917
0.0,-40.909090909090914,-9.789349878404263,-23.879742198580423,-23.816120147758085,-23.16063301747674,17.235951513430617,-21.196881994728606,-23.14812275467884
0.0,-39.09090909090909,-7.326450005400505,-23.78771814930952,-23.66907624838001,-23.011883596563386,16.987405042313988,-21.514934660596147,-23.14662255537499
0.0,-37.27272727272727,-4.821870068946579,-23.696754740018598,-23.51442966471739,-22.873272339773532,16.95747182160511,-21.86752218370456,-23.15566392427011
0.0,-35.45454545454545,-2.309389222405243,-23.607766660810903,-23.353569453074016,-22.742608807579856,17.12979579036252,-22.25289156372679,-23.174426559783516
0.0,-33.63636363636364,0.1771068216531111,-23.52055496659028,-23.18751172187884,-22.633517946186593,17.44110606241393,-22.671394337040535,-23.201817534825935
0.0,-31.81818181818182,2.604082806483187,-23.435996654747747,-23.0181376376298,-22.564314446043532,17.818354943777976,-23.134451692839036,-23.236933533158016
0.0,-30.0,4.938806219616115,-23.35384732001296,-22.84658926193636,-22.56895213441434,18.227333975138706,-23.666169597864197,-23.27702683126835
0.0,-28.181818181818187,7.149788754735953,-23.274251710120744,-22.673088098081166,-22.7375524575399,18.626938738686853,-24.345011994271765,-23.320581401812653
0.0,-26.363636363636367,9.207210993005598,-23.196155085927433,-22.49933961298923,-9.934029759038644,19.00310433624838,-26.774237940756528,-23.365080502920883
0.0,-24.545454545454547,11.08332457618465,-23.119479295601028,-22.327560827738377,29.787869782742284,19.347260668565706,-17.59778725379971,-23.409409535742064
0.0,-22.727272727272734,12.752826447449186,-23.04283547427748,-22.15836722933369,22.284486246699487,19.65863297904025,25.248493060412954,-23.45171528713565
0.0,-20.909090909090907,14.193200112544835,-22.96468454619003,-21.99293903419921,21.468250030196327,19.937314778147616,24.777805051112452,-23.489790223570267
0.0,-19.090909090909093,15.385019318699696,-22.884460667956674,-21.833067216606494,20.95394764123487,20.183850893568373,24.530748255616075,-23.521788661211062
0.0,-17.27272727272728,16.312210055593965,-22.8012455116981,-21.680699089055114,20.605218225865944,20.40293949564709,24.36409047309313,-23.548991137630807
0.0,-15.454545454545453,16.962267344791066,-22.7128675532418,-21.53759596622341,20.383343054775118,20.594546845398867,24.232149456735385,-23.56296859736051
0.0,-13.63636363636364,17.326423893801426,-22.61762662259501,-21.406858964182696,20.26194695284989,20.76312060079465,24.112473443163495,-23.566509536378575
0.0,-11.818181818181827,17.39976834014945,-22.515247669640136,-21.29162883646427,20.228295347781184,20.911965410822475,23.99249592737422,-23.55695034627672
0.0,-10.0,17.181311490691222,-22.403992374215633,-21.194928138975214,20.26627310414139,21.04420678825007,23.871033437764666,-23.53323125512631
0.0,-8.181818181818187,16.673999662816584,-22.28369724974977,-21.12143049628164,20.361510420897815,21.163601389220535,23.74211720203195,-23.492450616182197
0.0,-6.36363636363636,15.88467494760319,-22.152840879514265,-21.07590485171113,20.50132916931597,21.272002813773266,23.60438334573483,-23.4360209637873
0.0,-4.545454545454547,14.823982930851736,-22.011540434178855,-21.062853902517734,20.67548586039337,21.37342744335013,23.46324673550722,-23.35934370831764
0.0,-2.7272727272727337,13.5062291165643,-21.85932294140799,-21.087102833784492,20.873565114619524,21.46996261455291,23.31607099884912,-23.26408595957831
0.0,-0.9090909090909065,11.94918598927582,-21.697861581444265,-21.151760666211864,21.08837629075888,21.565908634280813,23.16481389756025,-23.151212168971092
0.0,0.9090909090909065,10.173853317380024,-21.527966146360292,-21.259124670913366,21.313781083804084,21.662381934948094,23.01237950081461,-23.021900077070462
0.0,2.7272727272727195,8.204174930227701,-21.350428893655852,-21.40991657063305,21.545545411471867,21.76174662100954,22.86156999365064,-22.877308896401523
0.0,4.545454545454547,6.066715788811475,-21.16913171170324,-21.60130358912498,21.778365065253784,21.86612447105848,22.714146309008438,-22.719878617177404
0.0,6.36363636363636,3.7903037053699347,-20.986681839082564,-21.82959698177202,22.009120232145648,21.975663847945935,22.572169905700733,-22.550751112127106
0.0,8.181818181818173,1.4056405440217281,-20.806742510619557,-22.092196052091595,22.235394282513123,22.090417806563952,22.43611380533884,-22.367404052279397
0.0,10.0,-1.0551118538508155,-20.634141870420247,-22.384995717426616,22.4550298538485,22.210301350788743,22.310260071779254,-22.17307370683545
0.0,11.818181818181813,-3.5587654348636737,-20.47601263849956,-22.704737795537948,22.6667698384777,22.335623973813586,22.197889573459804,-21.971605440355667
0.0,13.636363636363626,-6.071553539366953,-20.335177995453844,-23.048644448686094,22.868299107352875,22.463263287398693,22.102075921534322,-21.769221764580564
0.0,15.454545454545453,-8.559586310816409,-20.21728827694288,-23.426278942013802,23.059886621615064,22.59372335772574,22.02552871254313,-21.572122433502933
0.0,17.272727272727266,-10.989307766695713,-20.12640327375676,-23.847550363507565,23.240837086056928,22.725149856895683,21.970302213296364,-21.39811092886107
0.0,19.090909090909093,-13.3279483664954,-20.06211437658658,-24.32908081338334,23.407441893093264,22.855558606011307,21.937936064510513,-21.27460296035641
0.0,20.909090909090907,-15.54396697298472,-20.02670162003549,-24.911172850753033,23.562272664278375,22.983735372803554,21.928178689501202,-21.251285452903996
0.0,22.72727272727272,-17.60747624606575,-20.016227478039767,-25.729576288657093,23.702920560367716,23.10883412887723,21.939942258780096,-21.4831656197121
0.0,24.545454545454547,-19.490645731942127,-20.02673576457986,17.384802724947306,23.828519037481904,23.229102402155686,21.971149593071196,-9.931038583315546
0.0,26.36363636363636,-21.168077211157687,-20.052552337512342,27.679911694224806,23.940042456567873,23.34373204447643,22.0197422294033,23.64771261101788
0.0,28.181818181818173,-22.61714724320364,-20.08743850667848,25.87570640245285,24.03747635472564,23.45270855661268,22.08348364101383,20.186651151444465
0.0,30.0,-23.81831228781067,-20.12608613126889,25.52460953698141,24.120772941156275,23.555123593464728,22.15956013966595,19.535485344699488
0.0,31.818181818181813,-24.755372287769497,-20.162990763943053,25.305412360646613,24.19089233529084,23.65092055423637,22.245787769914493,19.139828653252785
0.0,33.636363636363626,-25.415689158350624,-20.193350142377433,25.13736252714333,24.247962908207874,23.73986160236186,22.339023384042974,18.92197749328519
0.0,35.45454545454545,-25.790357236566535,-20.214733559501965,24.991562064392554,24.294192359909992,23.82252117803047,22.43828847745742,18.84501771042048
0.0,37.272727272727266,-25.87432339143507,-20.22484354979922,24.844498462400377,24.32850555815253,23.8985463962484,22.54219968022798,18.87799406790753
0.0,39.09090909090909,-25.666455175322476,-20.22286365871977,24.696534371016018,24.35320502344388,23.969059390614312,22.64960580131872,18.994613277219933
0.0,40.90909090909091,-25.16955609721208,-20.21358355911871,24.548124033938638,24.369199518997927,24.03470647230467,22.760302259460744,19.17313803409375
0.0,42.72727272727272,-24.390327811908747,-20.2066246343676,24.381319904705723,24.37936038366859,24.095871371699523,22.87220544793506,19.39424449622196
0.0,44.54545454545453,-23.339279735131555,-20.219017492034876,24.21664005432629,24.381835658309885,24.153870735545812,22.98733244401033,19.644320482420675
0.0,46.363636363636346,-22.03058730351173,-20.30532761851256,24.046309621279242,24.379824630340543,24.20918029511635,23.10367993371528,19.91178326743674
0.0,48.18181818181819,-20.481900791136717,-20.63535582523305,23.87054434370005,24.3755497986947,24.262846415409356,23.22226508821111,20.18962261504051
0.0,50.0,-18.71410726112276,32.12432675295134,23.69267415628034,24.364201011695112,24.31500758404062,23.342135010407603,20.472188083159757
0.0,51.81818181818181,-16.75104886276397,19.782268722291775,23.51668596268574,24.355064011916483,24.368522485256886,23.46360829766197,20.754881466559503
0.0,53.636363636363626,-14.619201273571388,18.629119773849865,23.34494242550481,24.343761519521806,24.423700125567063,23.58647037255409,21.033981960452444
0.0,55.45454545454544,-12.347316623039148,17.7934401247575,23.179007725336916,24.333045790808328,24.48159117714462,23.709574066960364,21.306427322957816
0.0,57.27272727272728,-9.966035714008367,17.16798032756405,23.02117608353715,24.322503132372397,24.54059587394309,23.83284034863848,21.570955353406365
0.0,59.09090909090909,-7.507474771581455,16.776796235650266,22.873850294204384,24.314817322157882,24.60417888494908,23.95568290717928,21.825810912391876
0.0,60.90909090909091,-5.004792293084453,16.650386461114223,22.740533639435963,24.309468502889683,24.67049684790434,24.077348361940892,22.068605471496056
