traj_id,object_x,object_y,sensor_2,sensor_4,sensor_5,sensor_6
0.0,-90.0,1.2287546235985871,-25.120911724172927,-20.6350937791347,-23.476692307939004,-25.152145837628765
0.0,-88.18181818181819,-1.236248705840831,-25.094948213692504,-20.45725073318644,-23.32043308566816,-25.061908599755
0.0,-86.36363636363636,-3.7417102341045454,-25.077959257631164,-20.294888027760354,-23.157374284803552,-24.967727647898528
0.0,-84.54545454545455,-6.253838917841993,-25.060808728878783,-20.15094375654629,-22.98838669405223,-24.871348199611518
0.0,-82.72727272727273,-8.738753794086161,-25.04658402825044,-20.03538605945628,-22.81437723898176,-24.776725679090703
0.0,-80.9090909090909,-11.1629409312287,-25.035187036326192,-19.948131610807945,-22.63641541899221,-24.68213656291088
0.0,-79.0909090909091,-13.493705429860013,-25.025898454336584,-19.89207622257989,-22.45666878345844,-24.58764092198889
0.0,-77.27272727272728,-15.699612377360364,-25.01792081336117,-19.868256680892312,-22.274812993533263,-24.49482971048616
0.0,-75.45454545454545,-17.750910809107296,-25.010391512842432,-19.87237786842593,-22.0925982209361,-24.40369398128944
0.0,-73.63636363636364,-19.61993495835474,-25.002397377498177,-19.899258794825247,-21.911057645121456,-24.31435510020786
0.0,-71.81818181818181,-21.28147738314521,-24.99032436458709,-19.94266536726893,-21.730378165862227,-24.226537795620818
0.0,-70.0,-22.713128937909502,-24.97647735112536,-19.997005954574348,-21.552026081841344,-24.140034741978383
0.0,-68.18181818181819,-23.895581004572986,-24.95707452161046,-20.055662434934696,-21.37653167968267,-24.05454749488858
0.0,-66.36363636363636,-24.81288590699141,-24.934044693971515,-20.11397893364155,-21.205818146316076,-23.97066617797381
0.0,-64.54545454545455,-25.45267199651895,-24.903120706790624,-20.16756630111384,-21.0397693049119,-23.887844597440285
0.0,-62.72727272727273,-25.80631050785932,-24.87027078477778,-20.214795804750104,-20.881026037271667,-23.8066140374276
0.0,-60.90909090909091,-25.869031934822797,-24.831585984308656,-20.254290347942543,-20.73227441701587,-23.72714939219684
0.0,-59.09090909090909,-25.639990356434893,-24.78164969031365,-20.29004013051477,-20.596555793827303,-23.64919727622241
0.0,-57.27272727272727,-25.12227484583326,-24.72351386112668,-20.331416077763983,-20.47912563854672,-23.57400713220415
0.0,-55.45454545454545,-24.32286780808166,-24.66231238168243,-20.398833689436728,-20.384445217992003,-23.501103636276216
0.0,-53.63636363636364,-23.252550808796933,-24.58850572025134,-20.54282344608623,-20.321321245771347,-23.43290094088971
0.0,-51.81818181818182,-21.92575916367386,-24.506735030239764,-20.93454623203876,-20.295267929878467,-23.368726978853932
0.0,-50.0,-20.36038725005242,-24.413915323005934,32.1418467180009,-20.31487717528715,-23.310885441149413
0.0,-48.18181818181818,-18.57754716628105,-24.31571310308388,20.214488812892,-20.385516816567087,-23.260229195143648
0.0,-46.36363636363637,-16.601283993826094,-24.20385173553061,19.12192270881999,-20.51073703524452,-23.21749892239336
0.0,-44.54545454545455,-14.458251502373953,-24.08396771494806,18.323755868373016,-20.689700475459976,-23.18434020114448
0.0,-42.72727272727273,-12.177352671676449,-23.95475448008537,17.693720513594844,-20.91957898904495,-23.16077784022492
0.0,-40.909090909090914,-9.789349878404265,-23.816120147758085,17.235951513430617,-21.196881994728606,-23.14812275467884
0.0,-39.09090909090909,-7.326450005400505,-23.66907624838001,16.987405042313988,-21.514934660596147,-23.14662255537499
0.0,-37.27272727272727,-4.821870068946579,-23.51442966471739,16.95747182160511,-21.86752218370456,-23.15566392427011
0.0,-35.45454545454545,-2.309389222405243,-23.353569453074016,17.12979579036252,-22.25289156372679,-23.17442655978352
0.0,-33.63636363636364,0.1771068216531111,-23.18751172187884,17.44110606241393,-22.67139433704053,-23.20181753482593
0.0,-31.81818181818182,2.604082806483187,-23.0181376376298,17.818354943777976,-23.13445169283904,-23.236933533158016
0.0,-30.0,4.938806219616115,-22.84658926193636,18.227333975138706,-23.6661695978642,-23.27702683126835
0.0,-28.181818181818187,7.149788754735953,-22.67308809808117,18.626938738686853,-24.345011994271765,-23.320581401812653
0.0,-26.363636363636367,9.207210993005598,-22.49933961298923,19.00310433624838,-26.774237940756528,-23.365080502920883
0.0,-24.545454545454547,11.08332457618465,-22.327560827738377,19.347260668565703,-17.59778725379971,-23.409409535742064
0.0,-22.727272727272734,12.752826447449186,-22.15836722933369,19.65863297904025,25.248493060412954,-23.45171528713565
0.0,-20.909090909090907,14.193200112544837,-21.99293903419921,19.937314778147616,24.77780505111245,-23.489790223570267
0.0,-19.090909090909093,15.385019318699696,-21.83306721660649,20.183850893568373,24.530748255616075,-23.521788661211065
0.0,-17.27272727272728,16.312210055593965,-21.680699089055118,20.40293949564709,24.36409047309313,-23.548991137630807
0.0,-15.454545454545451,16.962267344791066,-21.53759596622341,20.594546845398867,24.232149456735385,-23.56296859736051
0.0,-13.63636363636364,17.326423893801426,-21.406858964182696,20.76312060079465,24.11247344316349,-23.56650953637857
0.0,-11.818181818181827,17.39976834014945,-21.29162883646427,20.911965410822475,23.99249592737422,-23.55695034627672
0.0,-10.0,17.181311490691222,-21.19492813897521,21.04420678825007,23.871033437764662,-23.53323125512631
