epoch,train_loss,train_nll,train_nll_nonctx,train_kl,beta,train_var_min,train_var_mean,train_var_max,train_mae,val_loss,val_nll,val_nll_nonctx,val_kl,val_var_min,val_var_mean,val_var_max,val_mae
1,2.2227835115396752,2.2227835115396752,2.290550895456998,84.6155100543544,0.0,0.3868391333358749,4.202693070443171,11.002092867527368,171.4414857108638,156.1498037550185,1.3158202250798543,1.3316355016496446,154.8339842054579,0.12171840361422963,2.7575489203135173,8.645280170440675,96.08969116210938
2,1.1646570990670402,1.0806974824869409,1.1755808535611854,41.97980767376018,0.002,0.058005893497534516,1.821932925368255,6.095782734313101,103.64842051380086,33.729437573750815,0.8390638682577345,0.8675608648194207,32.89037382337782,0.036299003867639436,1.1161644842889573,3.2542484919230144,83.38584340413414
3,0.7944773120700188,0.7322844390599232,0.8330552611710891,15.548215958307374,0.004,0.01799531088579657,0.6718819332572649,2.1508979190070674,91.29681813941812,15.69390559726291,0.8382788327005174,0.915001646677653,14.855626922183566,0.04487778726551268,0.4646409849325816,1.007636018594106,82.69279666476781
4,0.6577399581108453,0.6011062618696464,0.7031055745088829,9.438948641408164,0.006,0.021844051936465613,0.41479454625327633,1.1567473310344625,83.34964737802181,8.063983620537652,0.475040782822503,0.5513468265533448,7.588942760891385,0.01341518759727478,0.40265030595991347,0.8852260046535068,80.431175910102
5,0.515718807589333,0.4666723800155352,0.5874824130310202,6.130803324141592,0.008,0.007375662575282578,0.36517430645114973,0.9125638469210211,82.78584800576265,5.162218655480278,0.30235285328494177,0.3483560032314724,4.859865787294176,0.006567778655638298,0.3713049491246541,0.7620068788528442,72.11552742852106
6,0.4810828504697332,0.4448039668067446,0.637313926276171,3.6278884916935326,0.01,0.011059894307762524,0.3484073680526805,0.803960384063001,88.17503759995947,3.7867044077979193,0.4642145150237613,0.5289162317911784,3.3224899080064563,0.018951645493507384,0.3539617458979289,0.7608457644780476,71.93601099650066
7,0.30836455780520755,0.27042133514857236,0.41716657789810646,3.1619353046957053,0.012,0.004048254479267547,0.31190371344674306,0.7253927599708989,79.31345583357901,2.352151258786519,0.277195629146364,0.34862258864773643,2.07495563560062,0.003283099809454547,0.33753808206982083,0.7133794056044684,72.30113932291667
8,0.174307803157717,0.14091069493794217,0.30499766765267783,2.385507772553642,0.014,0.001887723063294477,0.30724292431237565,0.7022789941643769,80.57570748958948,1.8399345450931124,0.1297660807768504,0.23815588272280164,1.7101684782240125,0.002406942088984781,0.32106823722521466,0.6885024203194512,74.39141337076825
9,0.09972844501289557,0.0678451741992865,0.3004251590552125,1.9927043374979272,0.016,0.0019264420898596072,0.28976682868768583,0.6557430085146202,83.84568570694833,1.4513871656523811,-0.03336960531370197,0.03246115976427164,1.4847567743725247,0.0011465049064200785,0.3107320785522461,0.6597447620497809,69.87806260850697
10,-0.04360711140522979,-0.0719523339162752,0.17073013069424428,1.5747346563159295,0.018,0.0010870010614008555,0.2680352878458095,0.6234901423724193,82.30822358041439,1.106417296992408,0.03239619262619979,0.13362180038562252,1.0740211115943061,0.0010412456804058617,0.25576851533518896,0.5578774730364482,67.42598944769964
11,-0.07890629940578398,-0.11058088416180942,0.06329053207212743,1.5837292648711294,0.02,0.0010663170196151114,0.2728646048959696,0.6409663456790852,76.8709985265192,0.6871109528674021,-0.15643405757016607,-0.08104035521133078,0.84354500969251,0.0010169189061141675,0.25461496777004666,0.6070296539200677,67.0917125278049
12,-0.13618380224929666,-0.1795910546942702,-0.06001409267092932,1.9730569427868105,0.022,0.001014040374495792,0.2530083661934115,0.6516914840014476,68.95465534138229,0.38001152773698177,-0.19399783247047,-0.12419904085497062,0.5740093602074517,0.001007326433642043,0.2641766074630949,0.710690724849701,62.53762749565971
13,-0.21704408568593692,-0.2452341288609325,-0.03299700322051374,1.1745851084871113,0.024,0.0010070226568166377,0.23166531211925004,0.6983233926431188,72.47856946261425,0.34022342363993335,-0.25091819167137147,-0.14480088816748726,0.5911416169669893,0.0010023018966118494,0.2022189067469703,0.6975963407092625,60.64320509168837
14,-0.23134191418593786,-0.2676991399307296,-0.0552569260120058,1.3983548486007835,0.026,0.0010023945678939235,0.19922789678258715,0.7922174761880119,67.47808377247937,0.44901368485556714,-0.12852598497023185,-0.02073830458490799,0.5775396678182814,0.0010010702199199134,0.17942555314964717,0.8417254699601068,58.222074296739365
15,-0.3198013222723637,-0.3480320414001087,-0.08388342086296037,1.0082398799230468,0.028,0.0010012125526115579,0.18290984461892326,0.9486924443604812,67.3274373468363,0.1975497706068886,-0.3425582259893417,-0.20425092528263727,0.5401079989141888,0.0010002469462859962,0.1673142976231045,1.046216685242123,57.08474672105577
16,-0.36021225294976866,-0.3976844071217303,-0.09621587372824268,1.2490718769577314,0.03,0.0010002622960732792,0.1811748616537958,1.1655594447873674,67.93365759219763,0.15178771217664083,-0.3229924432105488,-0.21097014910644954,0.4747801552216212,0.001000096268641452,0.17056838274002076,1.1702033069398667,54.736212327745214
17,-0.321402797299736,-0.3619187932531789,-0.1282197254235452,1.2661248057518366,0.032,0.001000647993213585,0.19592558859654194,1.2847359315404352,64.0858705628593,-0.08801770740085178,-0.4113615953259998,-0.25961253196001055,0.3233438870973057,0.0010002577315188117,0.1921282410621643,1.2350105894936456,56.22406726413304
18,-0.3994762155244935,-0.44196463024841165,-0.19439991686563446,1.2496591800788663,0.034,0.001000410995780016,0.18072523654631847,1.2667560228761636,62.52220297759434,-0.008031043079164295,-0.4386139671007792,-0.3115425103240543,0.4305829240216149,0.0010001734726958805,0.1671496742301517,1.188987476295895,52.687123701307506
19,-0.4326446011381329,-0.46882993995018724,-0.2065513707205372,1.005148415857891,0.036,0.0010002854451501989,0.1724490739826886,1.276018149447891,61.722335671478845,-0.14886111319065093,-0.4126772079202864,-0.28626125090652044,0.263816094564067,0.0010002508061006665,0.18712938792175718,1.384897722138299,53.193810356987846
20,-0.4597539741475627,-0.4985213470908831,-0.23992693037638124,1.0201940750176053,0.038,0.001000314476495644,0.16684022377122124,1.2935589203294717,59.52701143948537,-0.25447240008248223,-0.4877677533361647,-0.35754786365562014,0.2332953545782301,0.0010001242471237978,0.16349753141403198,1.3766648213068644,50.536747826470254
21,-0.46222812274716935,-0.5001068846234735,-0.2592011483491592,0.946969100326862,0.04,0.001000294415719526,0.16078170627917884,1.285791480316306,56.20930149870099,-0.26164383822017245,-0.4670077466302448,-0.3308088249630398,0.2053639077477985,0.0010002434201952484,0.1628477715783649,1.2707757155100505,50.339133707682294
