model,train_01/mae_SoC_pct,train_01/mae_Cycle,train_02/mae_SoC_pct,train_02/mae_Cycle,train_03/mae_SoC_pct,train_03/mae_Cycle,train_04/mae_SoC_pct,train_04/mae_Cycle,train_05/mae_SoC_pct,train_05/mae_Cycle,train_06/mae_SoC_pct,train_06/mae_Cycle,train_07/mae_SoC_pct,train_07/mae_Cycle,train_08/mae_SoC_pct,train_08/mae_Cycle,train_09/mae_SoC_pct,train_09/mae_Cycle,train_10/mae_SoC_pct,train_10/mae_Cycle,train_11/mae_SoC_pct,train_11/mae_Cycle,train_12/mae_SoC_pct,train_12/mae_Cycle,train_13/mae_SoC_pct,train_13/mae_Cycle,train_14/mae_SoC_pct,train_14/mae_Cycle,train_15/mae_SoC_pct,train_15/mae_Cycle,train_16/mae_SoC_pct,train_16/mae_Cycle,train_17/mae_SoC_pct,train_17/mae_Cycle,val_01/mae_SoC_pct,val_01/mae_Cycle,val_02/mae_SoC_pct,val_02/mae_Cycle,val_03/mae_SoC_pct,val_03/mae_Cycle,val_04/mae_SoC_pct,val_04/mae_Cycle,val_05/mae_SoC_pct,val_05/mae_Cycle,test_01/mae_SoC_pct,test_01/mae_Cycle,test_02/mae_SoC_pct,test_02/mae_Cycle,test_03/mae_SoC_pct,test_03/mae_Cycle
specialist_01,1.8599737648589008,9.884918074271695,5.230697575989152,81.39448298371498,12.801589013188217,151.68239922918596,17.507995052560503,238.33768825782897,17.494843369999792,425.7546364994527,15.706598197592253,52.12876920659816,18.26818398123739,92.21597260579874,14.343548578844857,128.88597549448377,21.996162387615847,235.14863360869938,19.791863588669933,391.48284389979545,30.960469609832945,98.1945293742696,37.56967372934426,126.2709287519493,35.46952901958219,155.99494494532422,24.791676101273715,234.84809259237213,30.20075356741951,374.64167528753705,44.304288197311294,141.9692736451381,49.84739531602449,183.1748802295091,51.22758379455285,228.08147010610847,43.74121977063926,318.7643617350635,33.57758643206521,428.79141102554473,56.81650527335509,259.96026980086856,63.162916771217326,296.4114438330671,63.442982853135995,361.2805691085459,62.646410823228194,479.1570822085672,51.62766890247294,600.6824241974773
specialist_02,27.56998730518339,23.499738039317094,1.862745005533925,12.60750115199662,7.220987434266238,112.17812560228634,11.122765586875547,246.0230673846785,12.969477769553741,417.45768604440667,27.165823189209576,21.866471009348754,15.263438744117082,45.51071533934403,17.000641263565782,141.42200515063212,20.264947472469775,301.679718417249,20.75657239591493,485.0002486792837,34.4335839823743,76.76798435311481,29.551860065614697,131.02636461986143,31.434071620440136,223.7553287835509,35.252898273274475,386.22594284353625,39.532523930732104,575.8516221250277,43.751330347768516,171.5690559234234,40.51090019397231,264.0633260867807,43.253551093708595,369.2254300026026,45.22525365096936,521.1426118389525,49.621130719744116,716.1146796606009,47.031383041497065,270.73474869093747,48.30074183786937,452.78151271911383,52.15233841287704,573.5866943192864,53.08440656591139,709.4454990777889,55.14964362592482,908.3041458637534
specialist_03,19.878455517431966,20.740486328999758,14.293329663582595,41.75316293059642,1.6794125078854294,10.630118441507964,10.26701655501325,112.71399266265183,16.037036684512778,324.64869969939974,29.999718518072644,36.69902783378764,26.988596474260035,35.340022011532184,18.945467396594278,60.711298034063404,15.128576618532554,204.6480161960527,13.488603837013814,440.1247638625799,38.756848212329984,49.75873481140437,36.32550666815519,103.72451659369608,33.50612117580704,173.1887594758417,31.821647923834593,339.54574570497095,30.426715758621693,552.071982838592,47.987699721022615,87.61124894915507,43.03932125975895,242.60487471173087,42.23846454493121,343.46926759062615,40.71815441470199,504.71756757480745,41.98230478218604,702.0623986801098,52.68883549640078,191.35555929008444,48.86967986040233,431.6720145307343,47.57163155483935,567.6049238147689,47.145913861001276,729.4513545425216,49.31870074257414,943.5461778533245
specialist_04,17.2822277397035,28.44663851396699,21.30737112793713,21.54901733329186,17.242174946684532,24.83789773322649,2.0636445036823288,9.922606155885846,16.26471704926263,98.27183728576242,36.50805357539723,26.513243690828535,42.278318967559755,37.256882216986234,32.524461531192415,44.40663977098068,25.98963212929642,58.17114703636498,26.226026850022976,202.29055862378306,53.26333054123706,93.77806852189723,55.075331984452134,120.06766241940619,51.5644006111839,132.49471925861928,53.024207925245356,194.70442245299927,48.42941025024679,342.73089646699304,64.17004873641208,217.13315227748802,65.96816993492801,279.4305233372549,66.54719303135677,310.55624115480884,64.19955860286359,385.9091924225291,65.63677417645386,533.0692838000981,70.88967392011138,417.01428743032756,72.3708250927709,482.4795956366787,71.45409126230182,544.011998835852,69.9227517108937,631.4548375008507,71.65996886696037,792.7879049396953
specialist_05,22.16435044828537,30.468029261196723,31.798007466313667,22.35373076238885,29.898802125506364,32.595449109512174,14.456049811915305,22.153413848947142,2.399143035892455,10.403839313324589,38.72004217015106,41.64767196512167,47.82298297737836,65.22740239770451,44.2002553934451,63.78443647337197,34.87173201860224,50.21375189013589,27.622834027107572,56.68760471391903,58.17755047544168,89.61431150752294,60.21742903970553,113.84620352772791,59.130178143017254,105.31657692598364,56.238356441648435,112.18005909468945,53.420145008528024,150.38629716605976,70.90388331649682,198.48710119805625,70.26890341538808,198.06348175847327,68.74729118553596,208.80616557528083,66.54673891352148,227.20800114922807,63.858315455170136,267.34431923944726,71.31243438860292,338.777791787268,72.38714863649244,328.15706548631516,71.52341614389877,334.25720204988414,69.97206412695171,358.3744628084959,71.53305119366958,395.6436306231555
specialist_06,37.25591939811395,33.30157269360794,16.683302133241696,79.31147606474092,22.039962332689075,169.64666489376992,31.129966674977577,292.4576150374764,33.958669991485436,497.11401062622656,1.6714267299996937,8.814747000081224,6.785146983786444,74.9159890988683,15.981256520949087,131.93313039925098,22.242203547937876,254.5591955155594,27.445388715510557,448.3284993341131,17.41338541047606,74.41850396599791,15.07569336163127,109.14478969137657,10.71383690445096,157.47541382013637,15.07182291904411,247.44891325743032,16.79151847471539,409.1013664189358,37.38814559254029,198.07509629881383,35.43468524975447,242.32614550281383,31.12828954540585,274.40274210610414,18.988151983245256,317.77830702400075,22.324214618542968,457.7710533209468,53.06485854762366,332.7152953415012,49.442177726642115,424.8760421158555,45.82906216606145,463.14132520030887,37.954051406919916,482.38299167708664,22.997579918103895,559.8070429048317
specialist_07,50.02432970681028,316.2310103994593,14.573215224191907,112.28478541602492,25.35276811300681,184.86174980275163,28.759019706763308,324.5644664560355,30.243198510658026,498.7617286249109,27.410517157483778,83.44652005943475,1.3107643182887305,10.64267623955165,5.26397262500287,87.95219555275716,9.68998729663675,234.5835715038177,11.734149432203223,433.8530164745936,26.874689729457373,52.46901794821065,14.149761692523462,75.50997875248032,17.40370234540938,135.86870435159852,21.545156152480455,260.3425417035774,23.29599009042694,442.6639329561352,41.19694846082088,276.94897874767577,33.99978757718246,285.1694836759785,37.73949234128751,302.7123857836365,42.88369429720358,396.4390050620269,46.456064640352096,560.169663964928,54.61083080899512,587.8072441480614,52.90080019342963,612.7144713913208,55.684633599447864,623.7860987415637,57.652018355473565,671.1599723730848,63.886984688140856,805.2406045408928
specialist_08,17.849636391100436,101.22284023822976,7.619129954455508,51.83425671360444,21.34462737922804,66.07811059807189,28.39621259248829,163.0540389152124,31.50667633742684,308.34483878305537,33.01204465187415,29.026233653876297,12.910126140952482,30.1140644299052,1.916358919784389,8.958237375913287,12.755938435717631,96.98825042697896,22.665342906411144,255.7571775036514,40.32670387624049,47.08632573646691,23.719437521048988,69.15778469196609,16.893870407885,87.57520460344165,10.4524413861216,150.08472825540804,7.383931260194293,285.8093514042179,45.59045649141985,209.35362867893775,40.976969813615085,251.83004265779982,39.036501532533684,278.39395111989387,35.23836081192255,324.6674507271303,26.919294158421806,423.2788960130553,50.379009945295195,429.4001344048713,54.02945833187296,505.23764111575656,54.42120516595128,544.490973402629,52.26660333394362,595.3480996346434,47.1311134958698,675.2554504226036
specialist_09,15.181338383380782,114.16714809722707,10.40380954706595,71.61273116763326,13.528274333662045,58.0631953896409,22.060495553947316,56.597786164972796,28.40071049787514,111.0268678484922,19.347164313400125,43.646918990772555,15.195681346090533,38.98455561483815,9.429529176075635,35.476053188431614,1.7683694426324983,11.917619307992716,11.047319911346543,71.54955998156572,37.14059434995183,43.233734663688615,34.36765467638314,53.41563206258691,25.727526418386642,59.256316555203576,18.27671623459065,72.50525171781621,17.367904107906753,138.7133955607274,55.916503686415545,171.67759500062357,53.781147633179394,177.81988078520237,49.424873197824304,202.48131710682196,42.683392395203796,244.3125405676737,38.32978695531289,301.24517424414864,69.57169821635328,324.7168608890002,68.4865509792038,406.9884619577191,65.62128607477663,461.02425229369555,61.653159754823314,509.7475510104544,59.56544973574598,552.6600732875693
specialist_10,18.697011686259515,151.05420857783614,7.444924289245914,42.66277174772877,6.378161891396709,34.18994178079656,10.705353054313976,37.20536922062302,21.96597713105576,42.974376776221646,21.71786527350589,48.525095378032496,26.327051046601692,28.536663307304707,25.275357971173804,27.245885663342122,15.379347510088904,26.46662119030032,2.099990181872167,14.213895618661896,47.54383562484156,46.97946741221469,48.874830664942856,76.27002121151736,47.273701381095016,82.20453705705454,40.41142241299326,80.95293955939472,29.26699776419345,103.05642496191236,69.70196283525993,189.74007044863453,68.92525491007943,218.2794454325051,67.03222458455078,240.50964457098814,63.70786086192667,249.54307134960254,61.16080886749897,283.70778673561114,71.31243438860292,406.7231170620075,72.38714863649244,462.0596362248268,71.52341614389877,497.20967114452196,69.97488878966739,531.6803646006573,71.6282092100566,582.9578576602763
specialist_11,54.308408696980464,383.9267830586474,13.712226305183155,257.5371405214842,23.624317264717423,324.95381341114654,32.72300381843325,500.0922004082369,35.18830873760046,774.1983813010495,20.699229072551685,109.57023602436425,11.518065120059376,96.42117648115156,18.06953736531923,208.5898604873733,26.183367993088197,418.70028300652933,30.536833704785852,765.1467521410455,1.6733561698191561,13.716177872778045,6.289089961042181,63.26055058964365,13.167419031910322,182.51553958374518,23.342771172990684,429.17517219314067,29.293501119124976,801.6127963548562,13.828262120801815,135.909403183653,11.794978794150554,198.4641719256239,7.37918698990337,312.62185506450857,12.501589024001849,539.066654293493,23.64066403160011,916.3059212137756,39.42212287327712,397.2898806997014,37.37641524390195,463.88311772723,29.72465846449612,598.8498797836323,14.670418954111113,795.3271251870002,16.43772040321722,1163.408716129417
specialist_12,67.03085713030643,309.1572348673707,13.180912568790646,222.31385409773605,27.635059329861196,277.20994457030343,33.544461327609255,378.21103679183295,35.17622165967748,499.92066169018176,30.95287784423776,71.99691783620426,9.292439811984421,81.76719849849917,17.862302273836374,142.9584492398152,24.192030349075463,246.41476013738207,27.83841997019933,364.433019313974,11.184209541869102,20.91238245777615,1.7873279027000855,8.48731336285684,5.350375629531057,72.29194039794673,13.22990153105093,164.59585387272438,19.329952131721047,265.37879327507494,18.78517754013298,26.405232238509246,17.48169429722807,47.709133333466745,15.872933349594634,82.68889261275432,11.585768195098812,150.9013084823676,7.296945387902991,238.29531096774576,33.36448320924929,96.54333037324501,40.68632534979893,139.0455445685001,40.272829489661206,173.82036118039372,35.90146540871795,229.70765685125875,27.159431611431152,313.64653549233657
specialist_13,15.442826876033008,469.856794281104,26.6126886739976,206.44712290229683,29.737507527513518,187.58314780713377,31.680966435835415,293.03746344467226,33.81041843356449,411.48645016008624,25.887835328118847,135.33584095037293,9.384648630676809,55.0508497968526,20.173434512725773,71.89803318587835,27.585504883942107,169.86089835808565,30.624527323150367,294.6904961320625,46.45179738658764,36.72322631130188,10.314148627500593,12.588815988448056,2.1841200944594403,9.55494648586739,12.244998184996,88.18005952921374,24.53974349780617,196.01821081607778,44.24501152258813,28.64303017460316,22.728550963810097,41.60257007807732,19.144215428684358,51.40287968969018,14.771425504313404,77.78024226838795,9.623940204067223,163.06831287680782,40.347272054534606,54.00851083759496,36.67733695555738,130.9714179653416,32.53211057255376,152.92275478959195,27.159840993943856,170.63119841761903,21.948255387711146,217.3439888023549
specialist_14,30.468103716816323,559.5537284806226,29.169525172965717,271.37820783008164,29.865128324426124,227.17370013891008,32.480912625523345,270.0982522678991,34.499574504868406,350.11150834605235,18.191500462194867,189.61743347604255,12.312472309871227,73.68210913501159,9.620361187698638,63.987644962098216,23.746680676844843,79.7603378029021,29.12430339249041,186.0557454472881,39.43346934402181,148.1769648344038,24.28269569661414,50.02203718310007,13.2049218684067,34.59006574547394,1.870881518329772,8.905953768620776,17.83113306614317,112.43014647232066,58.92686358296242,221.35212796315884,40.12476551239668,109.40931126186406,30.303678786679704,98.72804737825727,19.752609637285527,99.92309145664537,11.385698785433002,179.84477991315893,69.55458462833268,362.65641126151723,58.31514602267267,338.78161406704754,54.15294754892823,347.3585660342336,48.621282568887494,374.2914992990518,40.9698411549173,429.3691428975794
specialist_15,29.217691960973365,561.2192007547667,23.46181268483022,255.8732955745682,22.52661667633515,191.30395061853847,26.742379708225975,190.0595851228072,31.266191411275493,199.41836110940486,13.431881129035338,198.96911676230917,10.308170378868859,77.1032893338169,6.995351696179372,74.61542841508324,6.715917135920361,53.12824520201529,18.348743419666242,55.56936313696101,24.71802647118711,56.77351134354048,23.283920783806938,29.67262400156012,19.947533986112635,32.720149283342366,12.345255104191134,24.736587261474394,1.8563222632975926,11.3772099139891,53.20002007080179,149.6173817919441,47.87447273962586,92.53601866851977,44.40935498829645,77.96492715587965,34.18046301181994,61.11651704072704,21.24693251186514,58.26696698269939,71.08391861668055,289.06998642016424,70.3224495408637,236.33155395006753,66.19212041088787,217.5738218654119,58.062498516222036,201.5952872996553,49.19975331397278,208.29102739583777
specialist_16,69.53189628318368,401.3408170978591,68.31055299082381,118.20810118363511,30.362179300836065,138.06883008691938,21.0168460569095,229.02608835217686,28.777965309635036,373.7859646910729,70.09433768560714,126.9848709422788,24.80474180040416,63.14154750691132,20.297378232522544,99.44896968018031,23.957264695593913,208.22317370246537,30.600601101191753,354.15880158287666,36.87325063353922,29.67998031926353,9.61752938833074,58.087147232185146,14.596997191753292,93.30061011646073,21.31470136889465,208.0557295104585,26.029745457649298,334.8412204859709,2.250474112356079,7.0115962330628285,4.933088992834299,47.12624861043028,11.430622379883163,91.87545315551354,16.96562017446114,182.91019702786005,23.236833953357685,339.5034921110344,8.441719139830115,29.374498617217686,9.20857216696828,69.14198213056787,8.776193000440308,106.04947579175618,15.527988176964467,191.09737451943107,18.38671861676901,366.3363679070527
specialist_17,42.85537114172636,317.84134189186585,11.63978356620535,203.1252571462914,28.12534300172971,255.63804248601238,30.328969317982352,357.75350532948335,32.059982118347,468.24753570933734,29.377732499360302,117.36132720920749,8.204748671945099,107.91923300944218,20.34181314077674,165.4036228949835,28.810786421197005,262.72555219174353,30.162297463289526,377.16196307079696,24.112288988118987,45.68977223575598,5.427815762033771,39.15770499900776,14.339606837624368,101.7621105720212,24.729685936335454,193.16039232469754,29.070640252986856,293.8257021534768,15.234690461643002,33.76163623088553,1.3696845891870446,6.70185649197345,5.255482452703605,57.5624864001302,16.24754150844055,131.12972254970572,26.089068761761446,224.53777736523196,11.174726279839463,28.881160380452375,13.207843278915966,38.95171167169048,12.266042891713335,66.214360572571,7.912144414390712,116.98761822388725,9.203145271085356,200.3333934862117
dr_mlp,2.7871857972589296,15.53316998616722,2.136056426058385,20.255448700354712,2.5426451879841294,20.16155421420609,2.7297118239747893,18.344581217494127,2.9134524590375817,15.744132846337875,2.1288712559144343,14.174482446260201,1.960225296315879,19.363234108803915,2.5169331021621275,17.345277341019482,2.4462131647483143,16.62045629260806,2.6908956775962074,15.029760496347315,1.6830436380568534,13.48331207395447,2.3349355341213727,19.207408978128434,2.2361645779552055,18.900578299608163,2.356016998989867,20.08795525938112,2.653322122705148,18.040803653623232,1.9265040333979047,14.81666464644462,2.782434084962588,22.041535480669214,2.6344653269964606,26.408000714326132,2.8617525147781593,29.927928786271078,2.937121794539739,30.772961467781386,4.184946752762713,19.39636971323692,4.246294601971117,25.52952897121262,3.940072529553442,34.918953191083325,4.433853386276044,43.19485141108704,4.290056167317292,44.8755750070297
anp,5.907821357841637,13.541580532267487,2.4919074287615715,3.3938681125707406,1.31478358767871,3.1023348837254736,0.8306648939576964,10.371325953292452,1.1888190273977999,4.883395286037188,5.3933334404976705,10.992477697218007,1.563158252412991,4.126895470871143,0.7834064520006032,4.086583608097754,0.7092215296280893,5.286078865932056,1.925719736693839,5.561080988319356,3.6546408118670817,6.506155923315147,1.1559951906906263,8.461544380314603,0.7190099459496895,3.713102554155771,0.6805513913603947,3.427729118024148,1.7006019217251862,9.40530246770523,4.696298158400909,9.821574608617345,0.6922770342580128,7.0112636074691785,0.8440476007936756,5.866282480726836,1.05884741361143,11.370344961442694,2.257412547387294,9.073083786184613,1.6634440540685151,7.632108910829532,2.416913689727843,7.693489761555708,3.018159934671466,15.43160702740109,4.54249798799449,18.825517320587338,4.147722197335276,62.81364800108261
