traj_id,object_x,object_y,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6
0.0,-90.0,16.218796918178462,22.529297075892032,20.60487934333601,18.935430661335403,21.64788807357285,22.9350541192548
0.0,-88.18181818181819,16.802988288549667,22.46090696779782,20.50683517400431,18.842144269765885,21.625559100132836,22.897122189722268
0.0,-86.36363636363636,17.27641938535777,22.3921206367242,20.40978194791223,18.74700530587259,21.601945259835134,22.858263077874312
0.0,-84.54545454545455,17.63602724661763,22.32403218115561,20.313268669167957,18.65019543635237,21.57582706995061,22.81821691784773
0.0,-82.72727272727273,17.879485313689518,22.25705976744001,20.21860107385658,18.550481762801656,21.54690766929066,22.77672809007356
0.0,-80.9090909090909,18.005218483439215,22.1912903404332,20.1257800965547,18.44706833324969,21.51526790551415,22.733547822949618
0.0,-79.0909090909091,18.012413298698807,22.12680353876297,20.0355662671412,18.340189049062584,21.480110746421506,22.68843676628967
0.0,-77.27272727272728,17.901023211098785,22.063670874496843,19.94834038105835,18.229108413160247,21.441260000366974,22.641167513662538
0.0,-75.45454545454545,17.671768882222512,22.00195496427529,19.864969663141,18.113947274570084,21.39932646675145,22.591527051004363
0.0,-73.63636363636364,17.32613352113465,21.941708818866665,19.78648534867219,17.99416114632948,21.352904236597496,22.53931910933752
0.0,-71.81818181818181,16.866353288448366,21.882264355140528,19.71296592849857,17.871476548932975,21.30024361149002,22.483023333372984
0.0,-70.0,16.295402829014275,21.82427914386598,19.64691672556096,17.745533858318407,21.245246801531632,22.42466378000284
0.0,-68.18181818181819,15.616976026830343,21.76710775544486,19.58809505732157,17.61756732252101,21.18498531169562,22.36173664222273
0.0,-66.36363636363636,14.835462106683028,21.7117108294966,19.53857523251214,17.491832249157635,21.120793213027557,22.296172801885955
0.0,-64.54545454545455,13.955917237135012,21.65787291338096,19.4993124781522,17.369289003418526,21.04729410362593,22.229139875609818
0.0,-62.72727272727273,12.984031818579934,21.606038941797976,19.47196482751453,17.25900393204732,20.97426233326317,22.156450153021662
0.0,-60.90909090909091,11.926093668001146,21.556782144484654,19.4576172018674,17.165531356347167,20.891228291070057,22.0810055426552
0.0,-59.09090909090909,10.788947338618108,21.509524211918595,19.45721589519766,17.106584611251222,20.808092335769555,22.00112746050091
0.0,-57.27272727272727,9.57994983761078,21.46528448300936,19.472515120800743,17.09653873048837,20.71670882373855,21.919066082514817
0.0,-55.45454545454545,8.306923028415447,21.424000732886302,19.504536294777555,17.168799719871714,20.623269592194028,21.83211187620376
0.0,-53.63636363636364,6.978103025535192,21.386321461363124,19.55319683843304,17.3916821631702,20.526516125550412,21.741572499953648
0.0,-51.81818181818182,5.602086909266059,21.351566342252745,19.61900152017572,17.941643395166004,20.428254505660515,21.64716855294877
0.0,-50.0,4.187777105079251,21.320608917800804,19.70296193697024,32.0026979797584,20.328196613669345,21.54979831218614
0.0,-48.18181818181818,2.7443237875083746,21.293550817762608,19.804747843786952,-17.80449428924381,20.227742966665613,21.4491889582243
0.0,-46.36363636363637,1.2810656811721814,21.270018589655123,19.92437343978844,-17.136734720979057,20.127735018729062,21.345045679094163
0.0,-44.54545454545455,-0.1925303580671489,21.250525361032608,20.06167506274569,-16.817761524248127,20.03044290301625,21.2387984117899
0.0,-42.72727272727273,-1.6669305909177243,21.23463887084318,20.217620356934063,-16.670968365646942,19.93845272996452,21.12953133250929
0.0,-40.909090909090914,-3.132596075188062,21.222827798898773,20.391956537506395,-16.63436845836486,19.85401666012393,21.018126802287767
0.0,-39.09090909090909,-4.58004437997846,21.214060905599,20.58553801453874,-16.67399171227899,19.782366220461977,20.9040480518873
0.0,-37.27272727272727,-5.999910934260708,21.20889244590662,20.800500648488544,-16.770860529989967,19.72766779061177,20.788248347105863
0.0,-35.45454545454545,-7.383009612938519,21.206391620728496,21.04254254071969,-16.903008240685367,19.69705601781218,20.670559934416143
0.0,-33.63636363636364,-8.720392168414646,21.20615181803473,21.32060500551296,-17.057013320718646,19.702716690451066,20.5511865939986
0.0,-31.81818181818182,-10.00340612315934,21.208163963937743,21.64801786334966,-17.22293078730062,19.76247132776006,20.43074120251704
0.0,-30.0,-11.223750748732328,21.211862085141988,22.05422202412194,-17.398689326751626,19.91027541812141,20.308837691263214
0.0,-28.181818181818187,-12.37353076909004,21.217752636881578,22.618459329095828,-17.573944545211678,20.230755815234048,20.187002756664704
0.0,-26.363636363636367,-13.445307440733451,21.22471913633264,25.34609743733526,-17.746883497396627,8.1949343119625,20.06391728091354
0.0,-24.545454545454547,-14.432146679222512,21.233248231200832,18.010031941933363,-17.916515392206964,-29.055887597963917,19.94185086201099
0.0,-22.727272727272734,-15.327663920692892,21.24161798532299,-23.22506767864519,-18.07904248902251,-20.23378512448248,19.8196871607272
0.0,-20.909090909090907,-16.126065428133753,21.24977032433398,-22.68062891416224,-18.236245476177427,-19.54241483827819,19.698589177575503
0.0,-19.090909090909093,-16.82218577518704,21.2598736709041,-22.375479837761414,-18.38526890390349,-19.125032135426487,19.579034077731336
0.0,-17.27272727272728,-17.41152126495899,21.269427946237315,-22.166997923925365,-18.527005490362114,-18.84005622466061,19.46188106987616
0.0,-15.454545454545451,-17.890259067633743,21.27716109798847,-22.01051186239573,-18.662139310117624,-18.64225081703237,19.34771502259467
0.0,-13.63636363636364,-18.255301888377208,21.28269433306015,-21.8844873281072,-18.7901543418898,-18.510048751751597,19.237214055375382
0.0,-11.818181818181827,-18.504288005936967,21.28940277212732,-21.77826399210996,-18.91109722319799,-18.43016017381145,19.13229998239072
0.0,-10.0,-18.635606552294316,21.291528864529624,-21.68646501982697,-19.026216094209737,-18.393258182985235,19.03376930802201
0.0,-8.181818181818187,-18.64840793451344,21.29455001120272,-21.60078230017733,-19.13604332990461,-18.392703472216105,18.94321211636508
0.0,-6.36363636363636,-18.542609331361525,21.290327221480556,-21.518818380395984,-19.240846880155733,-18.421664940249823,18.862775416587404
0.0,-4.545454545454547,-18.318895229138096,21.284882955413707,-21.44227799805588,-19.34135106227612,-18.4756016816268,18.794388055018786
0.0,-2.7272727272727337,-17.978712993247058,21.28038677950188,-21.370414762291283,-19.437952200472708,-18.550122129286414,18.74032627639872
0.0,-0.9090909090909064,-17.524263504161986,21.27154694765269,-21.29793661265807,-19.53102652119583,-18.641082626799545,18.70299114705317
0.0,0.9090909090909064,-16.958486918367363,21.256982720888477,-21.231563739205207,-19.621515208953472,-18.74493469322173,18.685390724209576
0.0,2.7272727272727195,-16.28504364639824,21.244470168769386,-21.164143589773214,-19.710264643642496,-18.859759621484784,18.690211131227574
0.0,4.545454545454547,-15.508290671044906,21.22860082529336,-21.098097079108413,-19.796734623587856,-18.98239412716209,18.720167096116317
0.0,6.36363636363636,-14.633253358937058,21.214851663754047,-21.03783672952041,-19.882794595506844,-19.11131691081966,18.778372741667
0.0,8.181818181818173,-13.66559294787811,21.204525095108608,-20.9815632836641,-19.96701443512329,-19.24471110930984,18.867743004843803
0.0,10.0,-12.611569920277384,21.198264417622767,-20.925906445575265,-20.05200704950857,-19.381300832357027,18.990887378471555
0.0,11.818181818181811,-11.478003499643378,21.200302589581845,-20.875796352554847,-20.13635299833894,-19.519485554685044,19.15120477655676
0.0,13.636363636363626,-10.27222753218402,21.217727392295675,-20.828742476760603,-20.220486470046723,-19.65872999688311,19.35166838681277
0.0,15.454545454545451,-9.002043038947164,21.257970919814426,-20.78725068546272,-20.305220041441352,-19.79809783804477,19.599236814339328
0.0,17.272727272727266,-7.675667745475437,21.33332959350869,-20.750061325489455,-20.39019432307564,-19.93689824909416,19.90345442380732
0.0,19.090909090909093,-6.301682915503538,21.466020931093343,-20.71810814845673,-20.475957071087084,-20.07415045733429,20.28090117899446
0.0,20.909090909090907,-4.888977832669031,21.703653470031163,-20.691548492582022,-20.56201062416937,-20.209503299098877,20.776556596720187
0.0,22.72727272727272,-3.446692289423485,22.186003763920183,-20.66992217527604,-20.648618463161977,-20.34242000413398,21.528995588043458
0.0,24.545454545454547,-1.9841574552241792,29.56531312728607,-20.6541883519174,-20.73513388999325,-20.472472523911247,-18.326218661677355
0.0,26.36363636363636,-0.5108355065722222,-9.292035665862349,-20.644674492740965,-20.821773827380884,-20.599445208355377,-24.37975940927917
0.0,28.181818181818173,0.9637415905271732,-21.42577187807353,-20.64184722427421,-20.908782136562547,-20.723277228641678,-21.60864772640229
0.0,30.0,2.4300337496221087,-20.82586473807957,-20.64501616820918,-20.99568797187081,-20.843406122432157,-21.284178626620484
0.0,31.818181818181813,3.878554485408362,-20.393481479608447,-20.655264573254428,-21.082542003587054,-20.95977593253212,-21.118693304786383
0.0,33.636363636363626,5.299932288540015,-20.049671063183983,-20.6713269055508,-21.16847540321409,-21.071804273887267,-21.029314446025595
0.0,35.45454545454545,6.684971256578732,-19.766327558814776,-20.694244808715418,-21.25379993168368,-21.17990214100992,-20.983795128819697
0.0,37.27272727272727,8.024710588817399,-19.53062384048549,-20.722671407384283,-21.337962736974028,-21.28309604824233,-20.96821662865705
0.0,39.09090909090909,9.3104825600637,-19.333749174765167,-20.756667444737044,-21.42130911236931,-21.38132470134135,-20.972623490030013
0.0,40.90909090909091,10.533968598309896,-19.173318303268097,-20.796515447849035,-21.503422155872624,-21.47557715507936,-20.98922605451844
0.0,42.72727272727272,11.687253103482927,-19.046770326883223,-20.84065248961885,-21.583890514427537,-21.56471552558006,-21.014006772191088
0.0,44.54545454545453,12.762874659082645,-18.950857379636894,-20.88975534048959,-21.6631470866617,-21.649775875243424,-21.04099836527981
