epoch,train_loss,train_nll,train_mae,val_loss,val_nll,val_mae,lr,sec
107,-1.431135,-1.431223,29.189836,3.239220,3.239218,93.961912,8.91e-05,8.5
108,-1.439693,-1.439772,28.789259,3.727761,3.727760,92.956546,8.89e-05,8.3
109,-1.444978,-1.445127,28.516743,3.864680,3.864678,92.723964,8.87e-05,9.0
110,-1.451440,-1.451579,28.432860,3.621014,3.621013,93.377584,8.85e-05,8.5
111,-1.449700,-1.449920,28.342473,3.852465,3.852463,93.094814,8.83e-05,9.4
112,-1.454414,-1.454543,28.239898,4.222309,4.222307,92.467800,8.81e-05,8.6
113,-1.454530,-1.454628,28.243393,3.851654,3.851654,91.972292,8.79e-05,8.8
114,-1.460857,-1.460957,27.973063,4.277030,4.277026,91.234450,8.77e-05,8.5
115,-1.468415,-1.468506,27.663332,4.253739,4.253739,91.655864,8.75e-05,9.0
116,-1.467572,-1.467644,27.619594,3.580482,3.580481,92.560498,8.73e-05,8.2
117,-1.475351,-1.475426,27.337816,3.664663,3.664663,95.066826,8.71e-05,8.2
118,-1.471732,-1.471801,27.566972,4.364870,4.364870,91.815619,8.69e-05,8.4
119,-1.478566,-1.478634,27.164526,3.677732,3.677731,92.817589,8.67e-05,8.1
120,-1.482757,-1.482878,27.057281,3.861206,3.861206,92.386198,8.64e-05,9.2
121,-1.490269,-1.490347,26.802894,4.473304,4.473303,93.183251,8.62e-05,8.3
122,-1.493252,-1.493341,26.649119,4.385797,4.385796,91.450155,8.60e-05,9.0
123,-1.490324,-1.490467,26.708429,4.301383,4.301379,91.820763,8.58e-05,8.5
124,-1.496501,-1.496656,26.511468,3.718758,3.718758,91.584070,8.56e-05,9.1
125,-1.504457,-1.504545,26.230910,3.891429,3.891428,92.454005,8.54e-05,8.4
126,-1.503922,-1.504006,26.241204,3.918158,3.918157,92.239959,8.51e-05,8.9
127,-1.509641,-1.509736,25.935252,4.762062,4.762060,92.938954,8.49e-05,8.2
128,-1.507969,-1.508058,26.093550,4.166834,4.166832,92.647970,8.47e-05,8.1
129,-1.517896,-1.517992,25.813507,5.059072,5.059071,94.022220,8.45e-05,8.2
130,-1.516778,-1.516842,25.843782,4.429217,4.429216,91.595479,8.42e-05,9.0
131,-1.520609,-1.520669,25.670976,4.449762,4.449761,92.285541,8.40e-05,8.6
132,-1.523487,-1.523550,25.573389,4.264311,4.264310,93.110959,8.38e-05,8.5
133,-1.529862,-1.529927,25.316098,4.395163,4.395162,92.795214,8.35e-05,8.9
134,-1.531059,-1.531121,25.269408,4.605062,4.605061,91.647722,8.33e-05,8.8
135,-1.537828,-1.537884,24.998852,4.361555,4.361554,91.021182,8.31e-05,8.4
136,-1.539302,-1.539386,24.944183,4.352953,4.352952,91.490417,8.28e-05,8.8
137,-1.541585,-1.541654,24.898465,4.583801,4.583801,90.588071,8.26e-05,8.6
138,-1.544305,-1.544363,24.778104,4.769560,4.769558,91.910469,8.24e-05,8.2
139,-1.545575,-1.545664,24.704482,4.400477,4.400476,91.474434,8.21e-05,8.7
140,-1.549566,-1.549632,24.574245,4.457755,4.457754,90.886048,8.19e-05,8.4
141,-1.553352,-1.553412,24.387737,4.601818,4.601818,90.743978,8.16e-05,8.5
142,-1.560118,-1.560180,24.195508,5.896056,5.896055,91.379491,8.14e-05,8.1
143,-1.552192,-1.552404,24.419440,4.284245,4.284244,92.174885,8.11e-05,8.8
144,-1.553204,-1.553306,24.418860,4.889627,4.889626,91.303904,8.09e-05,8.7
145,-1.560288,-1.560375,24.203320,4.696439,4.696438,91.586834,8.06e-05,10.0
146,-1.563593,-1.563657,24.000590,4.747222,4.747221,90.705379,8.04e-05,9.2
147,-1.568051,-1.568109,23.894001,5.230801,5.230800,90.877510,8.01e-05,8.3
148,-1.566153,-1.566221,23.910953,5.231447,5.231447,91.604145,7.99e-05,9.1
149,-1.573857,-1.573911,23.733295,4.817146,4.817146,90.829211,7.96e-05,9.4
150,-1.582417,-1.582474,23.424111,5.506005,5.506004,92.457210,7.94e-05,8.3
151,-1.578713,-1.578765,23.559156,5.374863,5.374862,92.202019,7.91e-05,8.3
152,-1.576997,-1.577049,23.448207,5.160090,5.160089,91.486315,7.89e-05,9.1
153,-1.583086,-1.583137,23.345616,5.947386,5.947383,92.034985,7.86e-05,9.3
154,-1.585248,-1.585306,23.211315,6.135954,6.135953,92.104056,7.84e-05,8.5
155,-1.587491,-1.587538,23.144844,5.231183,5.231182,90.931892,7.81e-05,8.2
156,-1.593146,-1.593190,23.007883,5.019526,5.019525,90.731931,7.78e-05,8.1
