epoch,train_loss,train_nll,train_mae,val_loss,val_nll,val_mae,lr,sec
1,169.921165,164.997767,191.276164,5.934282,5.627164,129.180860,1.00e-04,10.3
2,249.411145,248.949347,109.782001,307.996688,307.841774,110.168841,1.00e-04,10.0
3,431.506121,431.116577,124.055677,351.669642,351.515310,127.827057,1.00e-04,9.8
4,398.497674,398.116385,145.161422,224.612337,224.458695,161.507851,1.00e-04,9.8
5,394.991865,394.619812,173.775665,358.256534,358.103313,178.141560,1.00e-04,9.9
6,337.285153,336.882885,179.844358,309.544976,309.391912,182.084119,1.00e-04,9.9
7,311.015274,310.631625,183.688909,348.749927,348.596560,184.842351,1.00e-04,9.9
8,267.472035,267.069782,184.815187,274.757296,274.603114,184.941285,9.99e-05,9.7
9,229.028943,228.623465,188.354280,159.962949,159.805945,189.017485,9.99e-05,9.8
10,185.524347,185.083195,193.558845,168.168874,167.995928,199.302179,9.99e-05,9.7
11,964.200652,963.823070,201.731708,6065.515547,6065.414642,275.699104,9.99e-05,9.9
12,1860.861327,1860.651232,255.170147,348.625478,348.519615,234.373451,9.99e-05,10.0
13,2331.286117,2331.052754,170.865234,1405.123668,1404.993698,164.873493,9.98e-05,9.8
14,1093.111375,1092.882112,164.928697,1371.854607,1371.725595,163.263858,9.98e-05,9.9
15,819.241620,819.000538,164.814451,1685.596538,1685.456162,164.617970,9.98e-05,9.8
16,540.207034,539.777267,171.729142,848.511176,848.089213,177.403657,9.97e-05,9.9
17,1490.384549,1489.930113,126.640131,130.791052,130.712807,106.209565,9.97e-05,9.8
18,1305.553726,1305.412882,162.232057,83.335428,83.267391,193.006877,9.97e-05,9.8
19,435.152523,434.909451,199.314427,185.787453,185.697159,161.590287,9.96e-05,9.7
20,237.908139,237.732106,153.919518,170.043793,169.955309,146.032652,9.96e-05,9.5
21,210.846649,210.676668,143.115544,288.144147,288.058019,136.338567,9.96e-05,9.0
22,171.332327,171.160036,136.095461,166.539228,166.455234,131.127507,9.95e-05,9.9
23,141.622377,141.456343,136.513919,119.539435,119.456077,135.060149,9.95e-05,9.1
24,108.419346,108.242049,153.665883,116.675321,116.583623,169.086593,9.94e-05,9.1
25,76.840248,76.583795,192.718858,55.995416,55.841110,204.474069,9.94e-05,9.1
26,50.495044,49.690064,211.491843,45.842538,45.337045,208.881339,9.93e-05,9.0
