model,n_traj,ft_mae,baseline_mae,gap_closed_pct
anp_masked,20,21.945215821266174,18.915958881378174,-16.014292264454827
ranp_masked,20,7.784660637378693,7.783832848072052,-0.010634726140678329
anp_masked,50,21.245582580566406,18.915958881378174,-12.315652163325602
ranp_masked,50,7.786485970020294,7.783832848072052,-0.034085032400192526
anp_masked,100,16.88450002670288,18.915958881378174,10.739391364797076
ranp_masked,100,6.185998916625977,7.783832848072052,20.527598197870304
