model,n_traj,ft_mae,baseline_mae,gap_closed_pct
anp_masked,20,7.592106759548187,8.665085971355438,12.382787837930822
ranp_masked,20,6.8452308177948,7.339500069618225,6.734372193406566
anp_masked,50,7.964778661727905,8.665085971355438,8.081943006019445
ranp_masked,50,6.662126541137695,7.339500069618225,9.2291507875926
anp_masked,100,5.88300234079361,8.665085971355438,32.106820864313256
ranp_masked,100,5.442587316036224,7.339500069618225,25.845258336248936
