epoch,train_loss,train_nll,train_nll_nonctx,train_kl,beta,train_var_min,train_var_mean,train_var_max,train_mae,val_loss,val_nll,val_nll_nonctx,val_kl,val_var_min,val_var_mean,val_var_max,val_mae_02,val_mae_04,val_mae_06,val_mae,val_mae_fixed_holdout,val_mae_inverse_holdout,val_weighted_score,val_robust_inverse_mean,val_robust_inverse_worst,val_robust_inverse_gap,val_robust_score
1,1.6518906748519753,1.6518906748519753,1.6518906748519753,84.19045811779094,0.0,0.19172987601948235,1.4855457128218885,3.307780570579025,106.56259241643941,92.46722424825033,0.9207674145698548,0.9207674145698548,91.54645690917968,0.034004510985687374,0.46188316990931827,1.105592786272367,78.1002410888672,77.04434051513672,67.201060740153,77.04434051513672,nan,68.74497477213542,68.74497477213542,67.15044689178467,72.10149561564127,4.951048723856601,68.42606919606527
2,0.71566049782735,0.7068307388503596,0.7068307388503596,88.29753364706939,0.0001,0.024957172414463647,0.369247593407361,0.9234563528366808,66.2210771812583,92.12347380320232,0.6295111954212189,0.6295111954212189,91.49396222432455,0.0349016017280519,0.29806233594814935,0.608552199602127,71.07301355997721,67.19835510253907,58.77556635538737,67.19835510253907,nan,54.07732111612956,54.07732111612956,54.35124320983887,57.01103515625,2.659791946411133,54.13210553487142
3,0.5693947892144041,0.5505355931115601,0.5505355931115601,94.29598423220077,0.0002,0.012323586876451407,0.3045578160375919,0.7490061791437976,62.663301791784896,110.83890062967936,0.41480649846295514,0.41480649846295514,110.42409426371256,0.007907943311147391,0.2516159454981486,0.5282425050934155,70.66361541748047,64.7713508605957,55.27277348836263,64.7713508605957,nan,42.64357147216797,42.64357147216797,43.063232008616126,45.34336725870768,2.280135250091554,42.727503579457604
4,0.40020811979500753,0.37207932524242493,0.37207932524242493,93.76264262649248,0.0003,0.004975211009260197,0.25968650180213854,0.6033271719824593,59.57225813955631,109.2736582438151,0.8290095806121827,0.8290095806121827,108.44464899698893,0.002347677827735121,0.2522783982257048,0.5237421736121177,75.77147115071615,67.5964241027832,58.58976796468099,67.5964241027832,nan,46.476219177246094,46.476219177246094,47.860755602518715,48.56095759073893,0.7002019882202148,46.753126462300614
5,0.42829735647394973,0.39443593143643635,0.39443593143643635,84.65357028313403,0.0004,0.0030907607826246124,0.21001265746242595,0.47181986918989216,54.27497316756338,79.70151748657227,0.2371496808404724,0.2371496808404724,79.46436761220296,0.00238202999268348,0.1758149246374766,0.34554683367411293,68.11166865030924,60.123480224609374,49.94895655314128,60.123480224609374,nan,38.06399396260579,38.06399396260579,38.11589822769165,39.508660888671876,1.3927626609802246,38.07437481562296
6,0.19578734230039255,0.15889414800506718,0.15889414800506718,73.7863858780771,0.0005,0.00321586035358948,0.2293594943464927,0.5040683094060646,54.69579415951135,89.78394012451172,0.033529360126703975,0.033529360126703975,89.7504108428955,0.0012429472369452318,0.2691355044643084,0.5394223948319753,70.2990208943685,62.57672398885091,50.859859720865884,62.57672398885091,nan,39.25199559529622,39.25199559529622,39.66819823582967,40.81927668253581,1.151078446706137,39.33523612340291
7,0.02061703470799158,-0.022680381611692457,-0.022680381611692457,72.162357114396,0.0006,0.0013983042093591307,0.19571487633687146,0.4611513614654541,49.21983848427826,72.06041037241617,0.5333884669467807,0.5333884669467807,71.52702153523764,0.0015372497514666368,0.18506062477827073,0.3979412063956261,68.69383926391602,60.636889139811196,49.31070073445638,60.636889139811196,nan,37.14234237670898,37.14234237670898,38.32189432779948,40.426222229003905,2.104327901204428,37.378252766927076
8,0.053468218284114355,0.006785436328017276,0.006785436328017276,66.68968985215673,0.0007,0.0017873762583992673,0.1858324608150518,0.40863649181599887,48.254513182730044,65.28659534454346,-0.11107937384319182,-0.11107937384319182,65.39767456054688,0.0014233071162986259,0.14377012252807617,0.32368347346782683,64.38440729777018,56.88813044230143,46.82076873779297,56.88813044230143,nan,32.83863042195638,32.83863042195638,33.52104574839274,34.13927981058757,0.6182340621948299,32.975113487243654
9,0.009136450037641346,-0.03352463197947111,-0.03352463197947111,53.32635476454249,0.0008,0.0011417572342632513,0.23018886514429776,0.5170566411513202,56.66713516667204,61.58553295135498,-0.19969788915089642,-0.19969788915089642,61.785231018066405,0.0011274166502213726,0.2520536536971728,0.5164775704344113,64.7375114440918,56.052615356445315,45.26527633666992,56.052615356445315,nan,34.21510721842448,34.21510721842448,33.85276508331299,36.18746795654297,2.334702873229979,34.14263879140218
10,-0.08405355536291059,-0.130878654470061,-0.130878654470061,52.027888028126846,0.0009,0.0011367266646252487,0.195435864183138,0.4371309718995724,51.43519228809285,53.55363581975301,0.12075666456172864,0.12075666456172864,53.43287919362386,0.0011429487358933935,0.19939315641919772,0.40947993795077003,65.5518399556478,56.73579432169596,45.46192626953125,56.73579432169596,nan,34.402472432454424,34.402472432454424,34.5636204401652,36.754028447469075,2.1904080073038728,34.43470203399658
11,-0.06994523997155,-0.11648440534547674,-0.11648440534547674,46.53916405731777,0.001,0.001097510806021263,0.18833982072911173,0.4199689502985972,50.93387722519209,44.2684508005778,-0.13511302576904807,-0.13511302576904807,44.403563785552976,0.0010708348650950938,0.23056236232320468,0.4824110150337219,69.60495580037436,61.552991994222005,51.56662521362305,61.552991994222005,nan,38.90901107788086,38.90901107788086,40.78060286839803,43.46981455485026,2.689211686452232,39.28332943598429
12,0.10392857230496856,0.06377323849548427,0.06377323849548427,36.50484855220003,0.0011,0.0011241630769668605,0.23109382672129936,0.5022634250937767,56.495623534580446,37.432097816467284,0.8554556469122568,0.8554556469122568,36.57664229075114,0.0010555362445302308,0.26497130244970324,0.5433356126149496,72.77022196451823,64.9018185933431,57.14674428304036,64.9018185933431,nan,49.42261784871419,49.42261784871419,51.4919703801473,55.1878423055013,3.695871925353998,49.83648835500082
13,0.1407036071045781,0.09459919205708604,0.09459919205708604,38.420344514666866,0.0012,0.001083661028939598,0.3045119823149915,0.7137133692795375,57.5974013850374,38.75301316579183,-0.010446054246858693,-0.010446054246858693,38.76345923741658,0.0011948814111140866,0.28752721746762594,0.6316902130842209,64.22641398111979,55.885738881429035,46.97411880493164,55.885738881429035,nan,34.32186215718587,34.32186215718587,34.52175146738688,36.326717122395834,1.8049656550089566,34.36184001922607
14,-0.08861211831417848,-0.13639882412949964,-0.13639882412949964,36.759004880797185,0.0013,0.001183256941829931,0.2113887313401924,0.47418062641935527,49.50516261694566,36.27703495025635,-0.0588648345010976,-0.0588648345010976,36.335899861653644,0.0010610203821367274,0.15029699802398683,0.3072603945930799,64.93204549153646,57.370218404134114,47.008001963297524,57.370218404134114,nan,34.01173820495605,34.01173820495605,34.73587614695231,38.63814951578776,3.902273368835452,34.156565793355306
15,0.05515320581507008,0.010532868194683754,0.010532868194683754,31.87167203651284,0.0014,0.0010902861655988502,0.214392234413129,0.4664788004362358,56.22287145650612,37.199796517690025,0.00028749320190399883,0.00028749320190399883,37.199509112040204,0.0010828220770539095,0.23900490353504816,0.4815453161795934,72.94962361653646,64.34596811930338,54.78779118855794,64.34596811930338,nan,47.74649454752604,47.74649454752604,47.45029589335124,50.93160451253255,3.4813086191813127,47.68725481669108
16,0.2374226010211234,0.19068955522874054,0.19068955522874054,31.155365494062316,0.0015,0.0010869832059263059,0.2690079796989009,0.6007031297908639,65.33598471587558,36.146531422932945,0.01029011660721153,0.01029011660721153,36.136241340637206,0.0012398082704748957,0.299472406009833,0.6253803382317226,65.99474512736002,59.12724634806315,50.35191370646159,59.12724634806315,nan,39.14694366455078,39.14694366455078,39.35101811091105,41.55699183146159,2.2059737205505385,39.18775855382284
17,-0.062180285254177056,-0.11135970734780268,-0.11135970734780268,30.737139144033755,0.0016,0.0011108918884277063,0.24049126089743847,0.5281299481976707,54.18315721907705,29.22271270751953,0.1163219739488947,0.1163219739488947,29.10639066696167,0.0010167380562052131,0.24627663915356,0.48407790263493855,68.23495559692383,61.26664606730143,49.67542037963867,61.26664606730143,nan,37.160349655151364,37.160349655151364,37.81909170150757,40.5760991414388,2.757007439931236,37.2920980644226
18,0.05172976482448713,0.011983166642065318,0.011983166642065318,23.38035122853405,0.0017,0.0010451783298708077,0.2613297012054695,0.5460575515369199,56.510210073219156,30.499409421284994,0.08557573338815322,0.08557573338815322,30.41383384068807,0.0010737927708153923,0.22812825813889503,0.4523383900523186,68.07344563802083,58.51542332967122,45.571144104003906,58.51542332967122,nan,35.749045054117836,35.749045054117836,35.37086912790934,41.788397216796874,6.417528088887536,35.673409868876135
19,-0.08549092544840192,-0.13176333535251752,-0.13176333535251752,25.706894514695655,0.0018,0.001046105138606058,0.23512743947640904,0.5068380776441322,57.90385221085459,31.161461098988852,-0.22711270994817218,-0.22711270994817218,31.388573932647706,0.0010213695388908187,0.31144328862428666,0.6924458533525467,66.29404118855794,59.44224243164062,49.343423716227214,59.44224243164062,nan,47.28839696248372,47.28839696248372,47.35195280710855,55.38133875528971,8.029385948181158,47.30110813140869
20,-0.04048348218202591,-0.08867106221194537,-0.08867106221194537,25.36188359530467,0.0019,0.0010440715386549819,0.3181690860469386,0.7621421021110607,57.895505797188235,28.61110169092814,-0.12091005186860761,-0.12091005186860761,28.732011731465658,0.0010106617914667974,0.17446480343739193,0.3590930705269178,65.22081146240234,56.926370493570964,44.88436991373698,56.926370493570964,nan,37.35754521687826,37.35754521687826,36.93523073196411,44.11048482259115,7.1752540906270355,37.27308231989543
